,p,panduan
r_2581,0.0,1
r_2582,0.0,1
r_2583,0.0,1
r_2584,4.296609455038756e-254,1
r_2585,0.0,1
r_2586,0.0,1
r_2587,0.0,1
r_2588,0.0,1
r_2589,9.113055642768603e-241,1
r_2590,0.0,1
r_2591,0.0,1
r_2592,0.0,1
r_2593,7.688869645804625e-245,1
r_2594,0.0,1
r_2595,0.0,1
r_2596,0.0,1
r_2597,0.0,1
r_2598,0.0,1
r_2599,0.0,1
r_2600,0.0,1
r_2601,0.0,1
r_2602,0.0,1
r_2603,0.0,1
r_2604,0.0,1
r_2605,0.0,1
r_2606,0.0,1
r_2607,1.81379913956626e-275,1
r_2608,0.0,1
r_2609,0.0,1
r_2610,0.0,1
r_2611,0.0,1
r_2612,1.0331568281918049e-122,1
r_2613,1.0849071374100551e-128,1
r_2614,0.0,1
r_2615,0.0,1
r_2616,7.147161197937563e-249,1
r_2617,4.865936337652045e-278,1
r_2618,0.0,1
r_2619,2.70760810107866e-309,1
r_2620,0.0,1
r_2621,0.0,1
r_2622,0.0,1
r_2623,0.0,1
r_2624,0.0,1
r_2625,0.0,1
r_2626,0.0,1
r_2627,0.0,1
r_2628,0.0,1
r_2629,0.0,1
r_2630,0.0,1
r_2631,0.0,1
r_2632,0.0,1
r_2633,0.0,1
r_2634,0.0,1
r_2635,0.0,1
r_2636,0.0,1
r_2637,0.0,1
r_2638,0.0,1
r_2639,0.0,1
r_2640,0.0,1
r_2641,0.0,1
r_2642,0.0,1
r_2643,0.0,1
r_2644,0.0,1
r_2645,0.0,1
r_2646,0.0,1
r_2647,0.0,1
r_2648,0.0,1
r_2649,0.0,1
r_2650,0.0,1
r_2651,0.0,1
r_2652,0.0,1
r_2653,0.0,1
r_2654,0.0,1
r_2655,0.0,1
r_2656,0.0,1
r_2657,0.0,1
r_2658,0.0,1
r_2659,0.0,1
r_2660,0.0,1
r_2661,0.0,1
r_2662,0.0,1
r_2663,0.0,1
r_2664,0.0,1
r_2665,0.0,1
r_2666,0.0,1
r_2667,0.0,1
r_2668,0.0,1
r_2669,0.0,1
r_2670,0.0,1
r_2671,0.0,1
r_2672,0.0,1
r_2673,0.0,1
r_2674,0.0,1
r_2675,0.0,1
r_2676,0.0,1
r_2677,0.0,1
r_2678,0.0,1
r_2679,0.0,1
r_2680,0.0,1
r_2681,0.0,1
r_2682,0.0,1
r_2683,0.0,1
r_2684,0.0,1
r_2685,0.0,1
r_2686,0.0,1
r_2687,0.0,1
r_2688,0.0,1
r_2689,2.464814819442203e-305,1
r_2690,0.0,1
r_2691,0.0,1
r_2692,0.0,1
r_2693,0.0,1
r_2694,0.0,1
r_2695,0.0,1
r_2696,0.0,1
r_2697,0.0,1
r_2698,0.0,1
r_2699,0.0,1
r_2700,0.0,1
r_2701,0.0,1
r_2702,0.0,1
r_2703,0.0,1
r_2704,0.0,1
r_2705,0.0,1
r_2706,0.0,1
r_2707,0.0,1
r_2708,0.0,1
r_2709,0.0,1
r_2710,0.0,1
r_2711,0.0,1
r_2712,0.0,1
r_2713,0.0,1
r_2714,0.0,1
r_2715,0.0,1
r_2716,0.0,1
r_2717,0.0,1
r_2718,0.0,1
r_2719,0.0,1
r_2720,0.0,1
r_2721,0.0,1
r_2722,0.0,1
r_2723,0.0,1
r_2724,0.0,1
r_2725,0.0,1
r_2726,0.0,1
r_2727,0.0,1
r_2728,0.0,1
r_2729,0.0,1
r_2730,0.0,1
r_2731,0.0,1
r_2732,0.0,1
r_2733,0.0,1
r_2734,0.0,1
r_2735,0.0,1
r_2736,0.0,1
r_2737,0.0,1
r_2738,0.0,1
r_2739,0.0,1
r_2740,0.0,1
r_2741,0.0,1
r_2742,0.0,1
r_2743,0.0,1
r_2744,0.0,1
r_2745,0.0,1
r_2746,0.0,1
r_2747,0.0,1
r_2748,0.0,1
r_2749,0.0,1
r_2750,0.0,1
r_2751,0.0,1
r_2752,0.0,1
r_2753,0.0,1
r_2754,0.0,1
r_2755,0.0,1
r_2756,0.0,1
r_2757,0.0,1
r_2758,0.0,1
r_2759,0.0,1
r_2760,0.0,1
r_2761,0.0,1
r_2762,0.0,1
r_2763,1.4440455219983902e-262,1
r_2764,0.0,1
r_2765,0.0,1
r_2766,0.0,1
r_2767,0.0,1
r_2768,0.0,1
r_2769,0.0,1
r_2770,0.0,1
r_2771,0.0,1
r_2772,0.0,1
r_2773,0.0,1
r_2774,0.0,1
r_2775,0.0,1
r_2776,0.0,1
r_2777,0.0,1
r_2778,0.0,1
r_2779,0.0,1
r_2780,0.0,1
r_2781,0.0,1
r_2782,0.0,1
r_2783,0.0,1
r_2784,0.0,1
r_2785,0.0,1
r_2786,0.0,1
r_2787,0.0,1
r_2788,0.0,1
r_2789,0.0,1
r_2790,0.0,1
r_2791,0.0,1
r_2792,0.0,1
r_2793,0.0,1
r_2794,0.0,1
r_2795,0.0,1
r_2796,0.0,1
r_2797,0.0,1
r_2798,0.0,1
r_2799,0.0,1
r_2800,0.0,1
r_2801,0.0,1
r_2802,0.0,1
r_2803,0.0,1
r_2804,0.0,1
r_2805,0.0,1
r_2806,0.0,1
r_2807,0.0,1
r_2808,0.0,1
r_2809,0.0,1
r_2810,0.0,1
r_2811,0.0,1
r_2812,0.0,1
r_2813,0.0,1
r_2814,2.206661313397698e-68,1
r_2815,2.0205514782529235e-67,1
r_2816,1.2396077984670886e-307,1
r_2817,0.0,1
r_2818,0.0,1
r_2819,0.0,1
r_2820,1.4120751440451688e-96,1
r_2821,4.2088709301045655e-57,1
r_2822,3.4064972835377774e-73,1
r_2823,2.2741554962750435e-65,1
r_2824,1.2516764180923696e-154,1
r_2825,3.2556520102998035e-05,1
r_2826,6.990033139863138e-87,1
r_2827,3.5313045536958276e-125,1
r_2828,1000,0
r_2829,1000,0
r_2830,1000,0
r_2831,1000,0
r_2832,1000,0
r_2833,1000,0
r_2834,1000,0
r_2835,1000,0
r_2836,1.80263516140953e-18,1
r_2837,2.9858329901340364e-26,1
r_2838,3.726710960053321e-43,1
r_2839,7.704772976314632e-76,1
r_2840,5.141643410038361e-91,1
r_2841,9.020451349751253e-45,1
r_2842,4.725988099907673e-85,1
r_2843,1.3362431037862428e-57,1
r_2844,2.1850774174936728e-104,1
r_2845,2.1381096102575335e-199,1
r_2846,0.0,1
r_2847,1.3012530558637377e-57,1
r_2848,8.044881335209244e-13,1
r_2849,2.598084540568099e-194,1
r_2850,3.0818418138758566e-66,1
r_2851,2.686255111706626e-82,1
r_2852,3.176660982659714e-100,1
r_2853,2.8514082170124456e-79,1
r_2854,1.9884439422566464e-130,1
r_2855,1.345125436694343e-137,1
r_2856,4.359079906179182e-132,1
r_2857,4.9694192232079985e-173,1
r_2858,3.26290902263575e-118,1
r_2859,7.367732609579894e-209,1
r_2860,2.1850774174936728e-104,1
r_2861,2.1381096102575335e-199,1
r_2862,0.0,1
r_2863,1.3012530558637377e-57,1
r_2864,8.044881335209244e-13,1
r_2865,2.598084540568099e-194,1
r_2866,3.0818418138758566e-66,1
r_2867,2.686255111706626e-82,1
r_2868,6.111520282607349e-99,1
r_2869,1.2438845186402947e-75,1
r_2870,5.208127818458215e-134,1
r_2871,1.1909119012437583e-89,1
r_2872,1.4007273080120828e-46,1
r_2873,1.014814173724229e-115,1
r_2874,8.619219363359675e-89,1
r_2875,1.8511874726003713e-28,1
r_2876,1.0325295245605248e-70,1
r_2877,5.868617248027947e-33,1
r_2878,2.831222918983919e-92,1
r_2879,2.8003973935319357e-143,1
r_2880,5.330062814473424e-142,1
r_2881,3.01423053116291e-138,1
r_2882,1.7388609096111833e-208,1
r_2883,1.8467801492732543e-68,1
r_2884,0.0,1
r_2885,0.0,1
r_2886,0.0,1
r_2887,0.0,1
r_2888,0.0,1
r_2889,0.0,1
r_2890,0.0,1
r_2891,0.0,1
r_2892,0.0,1
r_2893,0.0,1
r_2894,0.0,1
r_2895,0.0,1
r_2896,0.0,1
r_2897,0.0,1
r_2898,0.0,1
r_2899,0.0,1
r_2900,0.0,1
r_2901,0.0,1
r_2902,0.0,1
r_2903,0.0,1
r_2904,0.0,1
r_2905,0.0,1
r_2906,0.0,1
r_2907,0.0,1
r_2908,0.0,1
r_2909,0.0,1
r_2910,0.0,1
r_2911,0.0,1
r_2912,0.0,1
r_2913,0.0,1
r_2914,0.0,1
r_2915,0.0,1
r_2916,0.0,1
r_2917,0.0,1
r_2918,0.0,1
r_2919,0.0,1
r_2920,0.0,1
r_2921,0.0,1
r_2922,0.0,1
r_2923,0.0,1
r_2924,0.0,1
r_2925,0.0,1
r_2926,0.0,1
r_2927,0.0,1
r_2928,0.0,1
r_2929,0.0,1
r_2930,0.0,1
r_2931,0.0,1
r_2932,0.0,1
r_2933,0.0,1
r_2934,0.0,1
r_2935,0.0,1
r_2936,0.0,1
r_2937,0.0,1
r_2938,0.0,1
r_2939,0.0,1
r_2940,0.0,1
r_2941,0.0,1
r_2942,0.0,1
r_2943,0.0,1
r_2944,0.0,1
r_2945,0.0,1
r_2946,0.0,1
r_2947,0.0,1
r_2948,0.0,1
r_2949,0.0,1
r_2950,0.0,1
r_2951,0.0,1
r_2952,0.0,1
r_2953,0.0,1
r_2954,0.0,1
r_2955,0.0,1
r_2956,0.0,1
r_2957,0.0,1
r_2958,0.0,1
r_2959,0.0,1
r_2960,0.0,1
r_2961,0.0,1
r_2962,0.0,1
r_2963,0.0,1
r_2964,0.0,1
r_2965,0.0,1
r_2966,0.0,1
r_2967,0.0,1
r_2968,0.0,1
r_2969,0.0,1
r_2970,0.0,1
r_2971,0.0,1
r_2972,0.0,1
r_2973,0.0,1
r_2974,0.0,1
r_2975,0.0,1
r_2976,0.0,1
r_2977,0.0,1
r_2978,0.0,1
r_2979,0.0,1
r_2980,0.0,1
r_2981,0.0,1
r_2982,0.0,1
r_2983,0.0,1
r_2984,0.0,1
r_2985,0.0,1
r_2986,0.0,1
r_2987,0.0,1
r_2988,0.0,1
r_2989,0.0,1
r_2990,0.0,1
r_2991,0.0,1
r_2992,0.0,1
r_2993,0.0,1
r_2994,0.0,1
r_2995,0.0,1
r_2996,0.0,1
r_2997,0.0,1
r_2998,0.0,1
r_2999,0.0,1
r_3000,0.0,1
r_3001,0.0,1
r_3002,0.0,1
r_3003,0.0,1
r_3004,3.813962255340083e-67,1
r_3005,0.0,1
r_3006,0.0,1
r_3007,0.0,1
r_3008,0.0,1
r_3009,0.0,1
r_3010,0.0,1
r_3011,0.0,1
r_3022,3.232789726915797e-16,1
r_3023,3.485233933113283e-11,1
r_3024,4.5570396790555914e-32,1
r_3025,3.6006376364730293e-113,1
r_3026,4.683935591348227e-167,1
r_3027,9.152409762644492e-75,1
r_3028,3.0372755728181774e-152,1
r_3029,3.116394618524296e-93,1
r_3030,5.029244538397666e-80,1
r_3031,0.0,1
r_3032,7.919468845149477e-42,1
r_3033,4.237132783433497e-198,1
r_3034,8.282753177665562e-52,1
r_3035,1.5619875818177866e-99,1
r_3036,0.0,1
r_3037,0.0,1
r_3038,8.740266059859741e-116,1
r_3039,0.0,1
r_3040,1.0401869714245724e-24,1
r_3041,0.0,1
r_3042,1.697331872327471e-179,1
r_3043,0.0,1
r_3044,0.0,1
r_3045,0.0,1
r_3046,0.0,1
r_3047,9.709090965434234e-196,1
r_3048,0.0,1
r_3049,0.0,1
r_3050,2.8622992033870146e-192,1
r_3051,1.14674353778257e-12,1
r_3052,0.0,1
r_3053,3.0383917264456465e-223,1
r_3054,0.0,1
r_3055,1.6066308727230177e-129,1
r_3056,0.0,1
r_3057,0.0,1
r_3058,0.0,1
r_3059,0.0,1
r_3060,0.0,1
r_3061,0.0,1
r_3062,0.0,1
r_3063,0.0,1
r_3064,0.0,1
r_3065,0.0,1
r_3066,0.0,1
r_3067,0.0,1
r_3068,0.0,1
r_3069,0.0,1
r_3070,1.5671400911675152e-192,1
r_3071,0.0,1
r_3072,0.0,1
r_3073,0.0,1
r_3074,0.0,1
r_3075,0.0,1
r_3076,5.15323068013196e-78,1
r_3077,0.0,1
r_3078,3.5615236172736997e-300,1
r_3079,0.0,1
r_3080,1.0700142605374308e-295,1
r_3081,0.0,1
r_3082,0.0,1
r_3083,0.0,1
r_3084,9.021490520606702e-203,1
r_3085,0.0,1
r_3086,0.0,1
r_3087,0.0,1
r_3088,2.5801178234160548e-256,1
r_3089,0.0,1
r_3090,0.0,1
r_3091,1.0755990298236913e-261,1
r_3092,0.0,1
r_3093,0.0,1
r_3094,1.1770959526866011e-196,1
r_3095,0.0,1
r_3096,0.0,1
r_3097,0.0,1
r_3098,3.4394688416982765e-25,1
r_3099,0.0,1
r_3100,4.194986942676311e-35,1
r_3101,0.0,1
r_3102,0.0,1
r_3103,3.702641606156971e-27,1
r_3104,0.0024872094417262383,1
r_3105,7.704979568309448e-166,1
r_3106,1.5407341081606925e-06,1
r_3107,5.134237269532046e-135,1
r_3108,9.399996947960677e-85,1
r_3109,2.0221358752735342e-67,1
r_3110,4.236819659270527e-97,1
r_3111,8.507573991051181e-44,1
r_3112,5.767630690826482e-45,1
r_3113,3.881669537572838e-27,1
r_3114,1.9563494612529348e-29,1
r_3115,9.483017005549677e-54,1
r_3116,2.396915537487225e-23,1
r_3117,1.5380097713777743e-126,1
r_3118,1.1479376904366594e-116,1
r_3119,3.341538726612681e-09,1
r_3120,7.173616675935736e-45,1
r_3121,3.295598162153402e-20,1
r_3122,1.3993623580828477e-50,1
r_3123,1.2350621535164493e-71,1
r_3124,0.009670098325184248,1
r_3125,1.6915011284398497e-86,1
r_3126,4.043761072628142e-05,1
r_3127,5.256688877630964e-38,1
r_3128,1.2392437680367028e-50,1
r_3129,7.497140047443815e-18,1
r_3130,2.044740375628556e-63,1
r_3131,7.300354369902975e-44,1
r_3132,4.710655447808849e-10,1
r_3133,5.637442606408254e-38,1
r_3134,2.2420173806853232e-13,1
r_3135,9.379899689541114e-71,1
r_3136,1.2093902344784767e-20,1
r_3137,2.550521192829778e-26,1
r_3138,4.278855556323714e-43,1
r_3139,2.5483783406916333e-23,1
r_3140,2.3919732423708573e-64,1
r_3141,3.186240624170564e-33,1
r_3142,9.341003984975644e-31,1
r_3143,6.033416411611598e-95,1
r_3144,4.842283595665603e-85,1
r_3145,1.0257417251632833e-44,1
r_3146,2.248146797274312e-68,1
r_3147,1.044769997938168e-39,1
r_3148,0.024050827972727038,1
r_3149,4.583007790747428e-68,1
r_3150,3.49149797046973e-08,1
r_3151,4.103792099161417e-73,1
r_3152,4.9603456284745765e-43,1
r_3153,4.4766564597494475e-41,1
r_3154,1.9489353540134825e-42,1
r_3155,7.888331747538621e-35,1
r_3156,1.1424862201114702e-121,1
r_3157,7.703096459471757e-09,1
r_3158,1.5739080982744993e-42,1
r_3159,7.635257282056152e-71,1
r_3160,7.36022230794809e-163,1
r_3161,1.377303718542804e-105,1
r_3162,4.43322789722215e-96,1
r_3163,6.106611377497365e-79,1
r_3164,3.755848747850742e-110,1
r_3165,4.5127927507263e-55,1
r_3166,5.757279848148441e-154,1
r_3167,2.573149904761197e-89,1
r_3168,1.80263516140953e-18,1
r_3169,2.9858329901340364e-26,1
r_3170,3.726710960053321e-43,1
r_3171,7.704772976314632e-76,1
r_3172,5.141643410038361e-91,1
r_3173,9.020451349751253e-45,1
r_3174,4.725988099907673e-85,1
r_3175,1.3362431037862428e-57,1
r_3176,5.767630690826482e-45,1
r_3177,3.881669537572838e-27,1
r_3178,1.9563494612529348e-29,1
r_3179,9.483017005549677e-54,1
r_3180,2.396915537487225e-23,1
r_3181,1.5380097713777743e-126,1
r_3182,1.1479376904366594e-116,1
r_3183,3.341538726612681e-09,1
r_3184,7.173616675935736e-45,1
r_3185,3.295598162153402e-20,1
r_3186,1.3993623580828477e-50,1
r_3187,1.2350621535164493e-71,1
r_3188,0.009670098325184248,1
r_3189,1.6915011284398497e-86,1
r_3190,4.043761072628142e-05,1
r_3191,5.256688877630964e-38,1
r_3192,1.5998946556183457e-69,1
r_3193,2.2268926860572243e-51,1
r_3194,1.5434438725219157e-70,1
r_3195,1.9730227218171464e-52,1
r_3196,2.3746340567986936e-40,1
r_3197,2.706671509076708e-72,1
r_3198,8.215824841944277e-28,1
r_3199,5.278613154983898e-50,1
r_3200,1.1341654421509586e-71,1
r_3201,3.401846505310894e-84,1
r_3202,1.3035366373802399e-279,1
r_3203,2.528398705897889e-34,1
r_3204,3.718115109356967e-67,1
r_3205,3.737100520322536e-130,1
r_3206,1.2472685654619484e-145,1
r_3207,1.1613036535998883e-26,1
r_3208,7.080716685363501e-63,1
r_3209,2.4674650937252535e-113,1
r_3210,4.475485097008123e-102,1
r_3211,2.628359137513382e-39,1
r_3212,0.00397522789434354,1
r_3213,2.4248526991112576e-54,1
r_3214,9.7918512008346e-46,1
r_3215,1.3051764623868123e-20,1
r_3216,1.657369724781163e-30,1
r_3217,1.8272225725845557e-13,1
r_3218,3.156823205868747e-64,1
r_3219,1.3711064508443427e-45,1
r_3220,4.0432414596065982e-115,1
r_3221,5.302992911578509e-49,1
r_3222,1.526255491884172e-162,1
r_3223,5.349177959418541e-24,1
r_3224,1.1757439874286863e-98,1
r_3225,3.292359895638112e-68,1
r_3226,9.191968666902608e-105,1
r_3227,8.6115145257460815e-19,1
r_3228,1.7684231566766798e-115,1
r_3229,9.220646292005465e-66,1
r_3230,3.0893264036467706e-110,1
r_3231,5.9291415656154315e-62,1
r_3232,0.0003521102311577695,1
r_3233,2.707459812229007e-48,1
r_3234,1.033201363176071e-17,1
r_3235,3.492375801099787e-55,1
r_3236,6.306427543256158e-93,1
r_3237,1.7536431477787748e-59,1
r_3238,3.9493427629329213e-35,1
r_3239,0.015197145006210099,1
r_3240,1000,0
r_3241,1000,0
r_3242,1000,0
r_3243,1000,0
r_3244,1000,0
r_3245,1000,0
r_3246,1000,0
r_3247,1000,0
r_3248,1000,0
r_3249,1000,0
r_3250,1000,0
r_3251,1000,0
r_3252,5.199368223721707e-39,1
r_3253,1.183035648638039e-31,1
r_3254,1.8245688506453978e-29,1
r_3255,8.757741084740857e-30,1
r_3256,3.926792915182613e-39,1
r_3257,2.470012608053179e-80,1
r_3258,1.2699860467869198e-70,1
r_3259,1.4643259564200847e-21,1
r_3260,6.060257669704033e-31,1
r_3261,2.8018047025225678e-18,1
r_3262,1.9056825465820976e-65,1
r_3263,3.716013768786104e-32,1
r_3264,2.9943366239375634e-122,1
r_3265,4.742193464413836e-22,1
r_3266,2.23087802785037e-56,1
r_3267,7.496845787262344e-91,1
r_3268,2.5492685497244064e-103,1
r_3269,2.951442025664468e-75,1
r_3270,8.180715998578064e-41,1
r_3271,7.928856732239953e-21,1
r_3272,1.7871293604044774e-51,1
r_3273,3.7536525185201017e-69,1
r_3274,5.332810960378956e-57,1
r_3275,9.932485602788633e-26,1
r_3276,0.002108715007461612,1
r_3277,1.2868174464260145e-56,1
r_3278,8.991887545299791e-33,1
r_3279,1.0956485967381055e-43,1
r_3280,1.401567663283516e-28,1
r_3281,2.627213902629079e-131,1
r_3282,3.497661919017674e-57,1
r_3283,4.155815479740882e-06,1
r_3284,1.03386354682996e-95,1
r_3285,1.4640466852096557e-118,1
r_3286,1.1708602635896298e-113,1
r_3287,3.249225229942002e-123,1
r_3288,2.4354031488980157e-104,1
r_3289,8.991078868450991e-108,1
r_3290,1.3875244265418077e-69,1
r_3291,1.1836176725254072e-60,1
r_3292,8.685520073074083e-56,1
r_3293,7.413375625165244e-80,1
r_3294,6.513830811492767e-107,1
r_3295,1.3483835655097067e-143,1
r_3296,2.5224380450284373e-150,1
r_3297,1.9327094333453434e-78,1
r_3298,6.168208326631062e-162,1
r_3299,1.6524201757724627e-220,1
r_3300,5.133186683038142e-54,1
r_3301,8.672358839643645e-184,1
r_3302,0.0,1
r_3303,3.325599493906874e-48,1
r_3304,1000,0
r_3305,1000,0
r_3306,1000,0
r_3307,1000,0
r_3308,2.2028974673691224e-148,1
r_3309,4.14162807930899e-232,1
r_3310,0.0,1
r_3311,4.541541175608189e-194,1
r_3312,1.7769381752210563e-194,1
r_3313,2.1951418180182758e-242,1
r_3314,5.902853935666724e-124,1
r_3315,1.3290694732983646e-145,1
r_3316,2.6783567910253135e-160,1
r_3317,4.3747226518518174e-69,1
r_3318,1.3507491199312677e-41,1
r_3319,1.6191862998525322e-78,1
r_3320,6.157502529785253e-132,1
r_3321,2.885184351242107e-19,1
r_3322,5.170827046989518e-30,1
r_3323,1.1367752089302003e-177,1
r_3324,2.1752363739717187e-65,1
r_3325,2.0313372980829218e-29,1
r_3326,1.0222807352491677e-93,1
r_3327,3.0186876137650565e-60,1
r_3328,5.062223049971723e-63,1
r_3329,1.3829206143347654e-178,1
r_3330,5.4383070262171075e-34,1
r_3331,1.0553623090409008e-71,1
r_3332,0.0003521102311577695,1
r_3333,2.707459812229007e-48,1
r_3334,1.033201363176071e-17,1
r_3335,3.492375801099787e-55,1
r_3336,6.306427543256158e-93,1
r_3337,1.7536431477787748e-59,1
r_3338,3.9493427629329213e-35,1
r_3339,0.015197145006210099,1
r_3340,1.1757439874286863e-98,1
r_3341,3.292359895638112e-68,1
r_3342,9.191968666902608e-105,1
r_3343,8.6115145257460815e-19,1
r_3344,1.7684231566766798e-115,1
r_3345,9.220646292005465e-66,1
r_3346,3.0893264036467706e-110,1
r_3347,5.9291415656154315e-62,1
r_3348,4.181803774137111e-303,1
r_3349,2.0203643541021153e-297,1
r_3350,2.2977183352009947e-101,1
r_3351,0.0,1
r_3352,0.0,1
r_3353,0.0,1
r_3354,4.003612887228858e-239,1
r_3355,0.0,1
r_3356,0.0,1
r_3357,2.2341892488545373e-279,1
r_3358,0.0,1
r_3359,0.0,1
r_3360,0.0,1
r_3361,0.0,1
r_3362,0.0,1
r_3363,7.314602744414751e-150,1
r_3364,2.6692225862086897e-123,1
r_3365,0.0,1
r_3366,6.641032551057725e-256,1
r_3367,1.1679336305409335e-252,1
r_3368,0.0,1
r_3369,2.8016225349450204e-295,1
r_3370,0.0,1
r_3371,0.0,1
r_3372,7.023560654127727e-235,1
r_3373,1.894699260478227e-172,1
r_3374,0.0,1
r_3375,0.0,1
r_3376,0.0,1
r_3377,0.0,1
r_3378,2.3691141066015592e-222,1
r_3379,0.0,1
r_3380,0.0,1
r_3381,0.0,1
r_3382,0.0,1
r_3383,0.0,1
r_3384,0.0,1
r_3385,2.484777136198522e-134,1
r_3386,0.0,1
r_3387,3.4345170938588263e-256,1
r_3388,0.0,1
r_3389,0.0,1
r_3390,1.9158526787236213e-199,1
r_3391,0.0,1
r_3392,0.0,1
r_3393,0.0,1
r_3394,2.637320369913157e-267,1
r_3395,0.0,1
r_3396,0.0,1
r_3397,0.0,1
r_3398,0.0,1
r_3399,0.0,1
r_3400,0.0,1
r_3401,0.0,1
r_3402,0.0,1
r_3403,0.0,1
r_3404,0.0,1
r_3405,1.4164453388585337e-218,1
r_3406,0.0,1
r_3407,3.389305621148713e-188,1
r_3408,0.0,1
r_3409,0.0,1
r_3410,0.0,1
r_3411,0.0,1
r_3412,0.0,1
r_3413,0.0,1
r_3414,0.0,1
r_3415,0.0,1
r_3416,0.0,1
r_3417,5.323577847076323e-305,1
r_3418,1.473866105961201e-302,1
r_3419,0.0,1
r_3420,0.0,1
r_3421,0.0,1
r_3422,0.0,1
r_3423,1.6816143454987128e-241,1
r_3424,0.0,1
r_3425,0.0,1
r_3426,0.0,1
r_3427,0.0,1
r_3428,1.3152638894419876e-85,1
r_3429,1.3617534334504862e-34,1
r_3430,8.680778120063915e-20,1
r_3431,2.4357664718107788e-42,1
r_3432,4.406019283136128e-24,1
r_3433,5.37186158083319e-41,1
r_3434,2.439145702499091e-14,1
r_3435,0.0007063054248397486,1
r_3436,2.478467827699853e-08,1
r_3437,0.0,1
r_3438,0.0,1
r_3439,2.596150526814725e-57,1
r_3440,0.0,1
r_3441,0.0,1
r_3442,1.6838956616962905e-36,1
r_3443,0.0,1
r_3444,0.0,1
r_3445,0.0,1
r_3446,6.243004724106817e-53,1
r_3447,0.0,1
r_3448,7.188135002817318e-24,1
r_3449,0.0,1
r_3450,1.0987875350459382e-20,1
r_3451,0.0,1
r_3452,0.0,1
r_3453,0.0,1
r_3454,5.895113946154767e-32,1
r_3455,0.0,1
r_3456,3.1268850006462853e-80,1
r_3457,3.896106191131738e-99,1
r_3458,1.437801449961383e-76,1
r_3459,0.0,1
r_3460,1.2013159447449046e-45,1
r_3461,1.7616974617604696e-50,1
r_3462,0.0,1
r_3463,9.443810870519915e-58,1
r_3464,0.0,1
r_3465,0.0,1
r_3466,1.0997399210464376e-64,1
r_3467,0.0,1
r_3468,6.757420216223048e-50,1
r_3469,0.0,1
r_3470,0.0,1
r_3471,1.4015646074905262e-80,1
r_3472,0.0,1
r_3473,2.312045561290166e-19,1
r_3474,0.0,1
r_3475,3.26857705500205e-91,1
r_3476,0.0,1
r_3477,0.0,1
r_3478,0.0,1
r_3479,0.0,1
r_3480,0.0,1
r_3481,0.0,1
r_3482,0.0,1
r_3483,0.0,1
r_3484,0.0,1
r_3485,8.236517470680437e-22,1
r_3486,0.0,1
r_3487,0.0,1
r_3488,0.0,1
r_3489,4.89460448711907e-87,1
r_3490,0.0,1
r_3491,0.0,1
r_3492,0.0,1
r_3493,8.093671954463144e-153,1
r_3494,0.0,1
r_3495,1.3361233408206365e-21,1
r_3496,0.0,1
r_3497,3.9749279527956205e-42,1
r_3498,0.0,1
r_3499,0.0,1
r_3500,0.0,1
r_3501,3.1840070155294484e-26,1
r_3502,9.34440314267127e-98,1
r_3503,9.5202476116109e-65,1
r_3504,0.0,1
r_3505,0.0,1
r_3506,2.3099062724573997e-84,1
r_3507,0.0,1
r_3508,8.487286585080286e-174,1
r_3509,1.041949476853499e-85,1
r_3510,0.0,1
r_3511,0.0,1
r_3512,0.0,1
r_3513,0.0,1
r_3514,0.0,1
r_3515,0.0,1
r_3516,0.0,1
r_3517,0.0,1
r_3518,0.0,1
r_3519,0.0,1
r_3520,0.0,1
r_3521,3.2364441916479197e-25,1
r_3522,0.0,1
r_3523,0.0,1
r_3524,0.0,1
r_3525,0.0,1
r_3526,0.0,1
r_3527,0.0,1
r_3528,0.0,1
r_3529,0.0,1
r_3530,0.0,1
r_3531,7.354017058961238e-284,1
r_3532,0.0,1
r_3533,7.354017058961238e-284,1
r_3534,0.0,1
r_3535,0.0,1
r_3536,0.0,1
r_3537,0.0,1
r_3538,0.0,1
r_3539,0.0,1
r_3540,0.0,1
r_3541,3.1131220305495305e-230,1
r_3542,0.0,1
r_3543,0.0,1
r_3544,0.0,1
r_3545,3.863154205642796e-222,1
r_3546,0.0,1
r_3547,2.475412663220307e-219,1
r_3548,2.475412663220307e-219,1
r_3549,1000,0
r_3550,1000,0
r_3551,1000,0
r_3552,0.0,1
r_3553,6.730802499231801e-100,1
r_3554,1.932636655830131e-145,1
r_3555,1.9548763583548554e-70,1
r_3556,3.6098629232817686e-73,1
r_3557,9.237828917525183e-34,1
r_3558,4.9023603591656275e-15,1
r_3559,9.571022606716614e-191,1
r_3560,5.76577360027686e-142,1
r_3561,5.544610615434497e-30,1
r_3562,1.411711154847661e-54,1
r_3563,1.4906303806275461e-41,1
r_3564,3.984496348691622e-62,1
r_3565,8.097437740453605e-81,1
r_3566,2.7322188513090346e-114,1
r_3567,3.0928365616560353e-40,1
r_3568,8.741919476653086e-48,1
r_3569,1.348950562654429e-93,1
r_3570,1.437861534920634e-296,1
r_3571,0.0,1
r_3572,0.0,1
r_3573,0.0,1
r_3574,0.0,1
r_3575,0.0,1
r_3576,0.0,1
r_3577,0.0,1
r_3578,0.0,1
r_3579,0.0,1
r_3580,0.0,1
r_3581,5.379298867302811e-206,1
r_3582,0.0,1
r_3583,0.0,1
r_3584,0.0,1
r_3585,0.0,1
r_3586,0.0,1
r_3587,0.0,1
