orf,SC,SM,YPD
YDL053C,1.018472127,0.994054806,1.004888015
YDL054C,0.94008502,0.964406509,0.937099477
YDL056W,0.906530477,0.884278801,0.933425951
YDL057W,0.927781838,0.798143438,0.784144696
YDL059C,1.01004387,0.94594479,0.948631774
YDL061C,0.520361083,0.590028203,0.601193056
YDL062W,0.704155945,0.609045758,0.512576673
YDL063C,0.726556631,0.642474473,0.584876072
YDL065C,1.032113866,0.977349683,0.963259738
YDL066W,1.011295424,1.011959049,0.995052377
YDL067C,1.001313071,0.840063739,0.896662229
YDL068W,0.940143868,0.856358085,0.8338803
YDL069C,0.993347413,0.84377233,0.819250571
YDL070W,0.988210909,0.928982726,0.984084453
YDL071C,0.921710548,0.97047832,0.955992341
YDL073W,0.922277672,0.930881067,0.847347001
YDL074C,0.842901618,0.752440113,0.774211842
YDL075W,0.309814327,0.275550844,0.174212826
YDL076C,1.074468087,1.091663537,1.007799422
YDL077C,0.870980036,0.764323108,0.921498504
YDL078C,0.989640997,0.937469796,1.006553371
YDL079C,1.000567415,1.013490048,1.016735227
YDL080C,1.006538153,0.987543725,0.99876401
YDL081C,0.548621105,0.602152071,0.721434945
YDL082W,0.727622825,0.651092122,0.78899746
YDL083C,0.590052074,0.647685604,0.663693524
YDL085C-A,1.02926343,0.991975738,1.033855067
YDL085W,1.010561498,1.032908502,1.000830566
YDL086W,0.995283875,0.981478379,0.97456518
YDL088C,0.957445292,0.941219289,0.939489179
YDL089W,0.989128119,1.025455401,0.998449197
YDL090C,0.814857669,0.839590246,0.632828036
YDL091C,0.971201159,0.993828264,1.001669931
YDL093W,1.016882892,0.997925497,0.989283537
YDL094C,1.023598588,1.018477663,1.0178354
YDL095W,0.703018266,0.824311712,0.937568847
YDL096C,0.870494157,0.90329453,0.955449053
YDL099W,0.990921108,0.971313226,0.976854529
YDL100C,0.79451381,0.772050723,1.045098175
YDL101C,0.595180869,0.280555721,0.384481202
YDL104C,0.882981623,0.83716858,0.830055696
YDL106C,0.918795754,0.732211269,0.929351211
YDL107W,1.00474527,0.874479901,0.844223416
YDL109C,1.025023497,0.994023324,1.048790875
YDL110C,0.933814574,0.884176775,1.047468859
YDL112W,0.990985145,1.002841717,0.994986792
YDL113C,0.946604491,0.824206133,0.82360444
YDL114W,0.95374806,0.871885099,1.111134682
YDL115C,0.555335581,0.576870068,0.464773521
YDL116W,0.736956611,0.794761394,0.511973866
YDL117W,0.724970876,0.766232853,0.979621662
YDL119C,0.799023976,0.869020436,0.932078352
YDL121C,1.024093701,0.980406323,1.01132292
YDL122W,0.720520496,0.809179629,0.881196678
YDL123W,1.052660259,1.010877951,1.090196807
YDL124W,1.019784323,1.022374634,1.059144757
YDL125C,0.957138337,0.972808983,0.87079924
YDL127W,0.866165416,0.804867746,1.098358922
YDL128W,0.957113009,0.984365722,1.060316404
YDL129W,1.00361501,0.961574923,0.989711648
YDL130W,0.657402687,0.715526302,0.677969734
YDL130W-A,0.953281691,0.95941715,0.991718118
YDL131W,0.946794538,0.918119562,1.000917279
YDL133C-A,0.954369972,0.921812505,0.989681937
YDL133W,1.000261074,1.016804372,1.0186746
YDL134C,1.077369817,1.050617287,1.06261193
YDL134C-A,1.018148575,0.973403006,1.019695948
YDL135C,1.077127875,1.028864517,1.20714464
YDL136W,0.765440713,0.738069647,0.756783456
YDL137W,1.048383209,1.023274231,1.034021229
YDL138W,1.012226661,1.058915278,1.1414343
YDL142C,0.969004132,0.902949839,0.895450634
YDL144C,1.013161991,0.999605162,1.011841024
YDL146W,0.838109063,0.817508724,0.926189008
YDL149W,0.94078549,0.948367073,0.959042623
YDL151C,0.610530048,0.740907287,0.600810312
YDL154W,0.814741803,0.733381656,1.086333975
YDL155W,1.028983995,0.983381057,0.96595982
YDL156W,0.947179878,0.326738356,1.02403999
YDL157C,0.983955515,0.931777837,0.956379772
YDL159W,0.771560147,0.771889692,1.020910388
YDL159W-A,0.975891925,0.987454966,1.008258477
YDL160C,0.561453517,0.259582289,0.489075266
YDL161W,0.948476247,0.9627591,0.984634012
YDL162C,0.976479911,0.981349631,1.0928605
YDL167C,0.764216094,0.614813362,0.615829163
YDL168W,1.011221193,0.318455154,1.066702283
YDL169C,0.990210385,0.979511279,1.015796848
YDL170W,0.931005014,0.918259557,0.961793787
YDL171C,0.829326615,0.754664353,1.065051756
YDL172C,1.131091836,1.108751878,1.029673697
YDL173W,1.025558538,1.088107097,0.955570037
YDL174C,0.941492038,0.986088867,0.998947977
YDL175C,0.983299516,0.974723301,1.01256891
YDL176W,0.936558144,0.954139132,1.046453111
YDL177C,0.966298118,0.982308705,1.000488448
YDL178W,0.968787734,0.986940194,1.019204108
YDL179W,0.903786949,0.89576346,1.04608317
YDL180W,0.921226292,0.959270041,0.96112468
YDL181W,1.050672233,0.757956443,0.699685229
YDL182W,0.522378328,0.642656398,0.503635414
YDL183C,0.810835876,0.792877514,0.9545962
YDL184C,0.92916064,0.941313072,0.984615817
YDL186W,1.002517314,0.939149344,1.014076148
YDL187C,0.991125495,0.948615011,1.063031873
YDL188C,0.99114863,1.024473136,1.049135394
YDL189W,0.975193845,0.932081761,1.02986747
YDL190C,0.931935818,0.878955844,0.962021051
YDL191W,0.624449793,0.645321452,0.532461195
YDL192W,0.570477801,0.698873424,0.789367797
YDL194W,0.995945773,0.977223761,0.994675567
YDL197C,0.95057962,0.974092314,0.997614484
YDL199C,1.02793685,1.029456202,1.045421356
YDL200C,0.996174458,0.990783647,1.028317209
YDL201W,0.992377947,1.004492067,0.976400259
YDL202W,0.954121477,0.715254733,0.719644645
YDL203C,1.049227007,0.980402462,1.027768944
YDL204W,0.978511031,0.925975604,0.961175982
YDL206W,0.976930819,0.981026418,0.985595099
YDL210W,1.007368153,0.990063281,1.01934673
YDL211C,0.96703404,0.995512056,0.983189763
YDL213C,0.91231443,0.934786646,0.914272857
YDL214C,0.961854459,1.000002579,1.02217191
YDL215C,0.998813158,0.985058656,0.992727437
YDL216C,1.036332408,1.032067684,1.047253215
YDL218W,0.967974222,0.947798554,0.958920139
YDL219W,1.007189817,0.984454904,0.972043558
YDL222C,1.007729655,0.978484598,1.01298535
YDL223C,1.011834857,1.007088769,1.006397542
YDL224C,0.995418811,0.899439524,0.973589585
YDL225W,0.784564617,0.800186326,0.905257676
YDL226C,0.979708068,0.973939803,0.992480747
YDL227C,0.712381292,0.758328816,0.844168297
YDL229W,0.887498111,0.911432535,0.906751107
YDL230W,0.981956141,0.982619486,0.990107099
YDL231C,0.987983464,0.972449854,0.951316168
YDL232W,1.006814262,1.011222765,1.023796158
YDL233W,1.038043075,1.01686374,1.063602671
YDL234C,1.004588931,1.005394448,1.037328251
YDL236W,0.996673528,0.9861236,1.016711374
YDL237W,0.979431861,1.012512526,1.003686017
YDL238C,0.971889168,0.938181606,0.966610755
YDL239C,1.002506309,0.984076259,0.9919201
YDL240W,0.930677793,0.993051375,0.971260456
YDL241W,1.002133254,1.029707716,1.034968668
YDL242W,1.007718412,0.999820283,1.045996288
YDL243C,1.000240548,1.011391091,1.012805919
YDR001C,0.936064231,0.954870492,0.975777893
YDR003W,0.998412039,0.992984228,1.020162159
YDR003W-A,1.040650155,1.011621087,1.036046186
YDR005C,0.75910156,0.960069538,0.869217317
YDR006C,1.041451004,1.011766465,0.96524177
YDR009W,0.995700759,0.982888922,0.986324099
YDR010C,0.91758361,0.933706508,0.987039437
YDR011W,0.991232735,0.945638421,0.995185418
YDR014W,0.970038739,0.942672033,0.968276052
YDR015C,0.920211954,0.935910538,0.934099711
YDR017C,0.813517661,0.743119314,0.841012916
YDR018C,0.962940365,0.936823031,0.986618403
YDR019C,0.993380029,0.923889686,0.983637633
YDR020C,1.00293431,1.00017538,0.970291958
YDR022C,1.01395407,1.051183734,0.999595638
YDR024W,0.678595431,0.774896119,0.851133023
YDR026C,0.977378865,0.959768841,0.952470829
YDR028C,1.097277769,1.027915138,0.908591106
YDR029W,0.895872635,0.860915136,0.927943187
YDR030C,0.99089207,0.925256213,0.988813336
YDR031W,0.973297374,0.954000711,0.955310336
YDR033W,0.954184441,0.955780962,0.986818284
YDR034W-B,0.989995624,0.991132644,1.003821286
YDR035W,0.932458835,0.955605534,1.0032096
YDR036C,1.028984517,0.988464701,1.029591868
YDR042C,0.889781556,0.65840346,0.774948433
YDR043C,1.042272018,0.985691605,1.001602991
YDR046C,1.009932956,0.997023618,1.017369819
YDR048C,0.770385062,0.756101624,0.858739006
YDR049W,0.816226336,0.870327209,0.851828709
YDR050C,0.866824473,0.924226388,0.975112374
YDR051C,0.984235535,0.98184854,1.015500063
YDR055W,0.935941664,1.013442751,1.009349466
YDR056C,0.972914665,0.958596718,1.026073049
YDR057W,1.027772874,1.040160818,0.998472144
YDR058C,0.999321618,1.00888396,1.001818996
YDR059C,0.971527,0.973621464,0.99562791
YDR061W,0.975176153,0.934569432,1.071033155
YDR063W,1.031091891,1.048324772,0.920244729
YDR066C,0.973044925,0.986473226,1.043566104
YDR067C,0.902984526,0.825358189,0.9237495
YDR068W,0.875320376,0.979648793,1.013276895
YDR069C,0.859386227,0.753267898,0.931606305
YDR070C,0.962612484,0.981705635,1.010441079
YDR071C,0.979673155,0.996013492,0.991442699
YDR072C,0.995203545,1.005574347,0.985281491
YDR073W,0.935443303,0.998011332,1.0192274
YDR074W,0.703268539,0.617120324,0.817475089
YDR075W,1.014137809,0.983850814,1.016435047
YDR076W,0.638668198,0.53956468,0.928704836
YDR077W,0.783159694,0.748181449,0.903026856
YDR078C,0.996356349,0.795138513,0.84000373
YDR079C-A,0.838711223,0.727694336,0.792417883
YDR079W,1.035684041,0.869528289,0.888769398
YDR083W,0.694390993,0.726797624,0.734601341
YDR084C,0.981646526,0.979994395,0.978035283
YDR085C,0.995716904,0.987650073,1.022174949
YDR089W,0.996083789,1.01699956,1.006007826
YDR090C,0.998086912,1.010242103,1.015361248
YDR092W,0.975166094,0.959074259,0.993872104
YDR093W,0.93008975,0.939799535,0.970869493
YDR094W,1.02375891,1.020635314,1.006677747
YDR095C,0.971041284,0.987693356,1.036102798
YDR096W,0.939440943,1.01885561,0.989678306
YDR098C,1.032535796,1.011481761,1.015647396
YDR099W,0.951952864,0.949213739,0.988967692
YDR100W,0.980418465,1.011495971,0.981467201
YDR101C,0.753246016,0.820187516,0.775715102
YDR102C,1.021570246,1.00545965,1.012009016
YDR103W,1.047024487,1.015531678,1.022466031
YDR104C,0.981028335,1.000979859,0.986744025
YDR105C,0.988883779,0.998544814,1.074887925
YDR107C,1.020420787,1.00523159,0.991722207
YDR108W,0.74759851,0.845872551,0.911952777
YDR109C,0.984187509,0.99236076,0.993080804
YDR110W,0.969533511,0.995306845,0.996728362
YDR111C,1.009485258,0.996104086,1.010273123
YDR112W,1.016729085,1.023848647,1.016046579
YDR114C,0.922602073,0.704004446,0.838472382
YDR115W,0.646940976,0.346060588,0.547096983
YDR116C,1.100109799,1.03005149,0.942001543
YDR117C,0.79888199,0.884356667,0.927671626
YDR119W,0.936032291,0.937210099,0.976339685
YDR120C,0.998702923,0.963016611,0.928869083
YDR121W,1.004626274,1.039685839,0.966306924
YDR122W,0.960582114,0.980599809,1.001281971
YDR124W,0.991155904,0.979929681,1.047692292
YDR125C,0.956435548,0.995257252,1.091729314
YDR126W,0.815408005,0.758708749,0.829236343
YDR128W,1.030436393,0.998247344,1.020281583
YDR129C,0.966616467,0.980192403,0.978285675
YDR130C,1.047311316,0.981887262,1.005848148
YDR131C,1.0098971,1.009030073,1.016549089
YDR132C,1.007258916,1.006385993,0.991078374
YDR133C,1.011450455,1.010962691,1.05819385
YDR134C,1.008505924,1.002793369,0.995161487
YDR135C,0.916425219,0.939221226,0.942285529
YDR136C,0.561756083,0.439226947,0.628586393
YDR137W,0.807757007,0.856455745,1.163662137
YDR139C,0.954584644,0.976954688,0.994511565
YDR140W,0.975068713,0.970112859,0.99453035
YDR142C,0.880727254,0.899990606,0.979515323
YDR143C,0.970115319,1.013727718,1.000243442
YDR144C,0.927994474,0.928630514,1.0124628
YDR146C,0.964461106,0.979874231,1.035037597
YDR147W,1.005701135,1.022060084,1.01001649
YDR148C,1.05806468,1.007818006,0.998624066
YDR149C,0.65550684,0.592469858,0.796516806
YDR150W,0.662787414,0.633033233,0.768348834
YDR151C,1.028953893,1.024047983,1.049401
YDR153C,1.030185798,1.047533627,1.072717602
YDR154C,0.976385096,0.967275164,0.971277265
YDR155C,1.01131843,0.979259138,0.987723093
YDR156W,0.709393986,0.748357647,0.728874254
YDR159W,0.557524998,0.523997253,0.615289402
YDR161W,0.92681163,0.938680133,0.92555125
YDR163W,0.969933929,0.977675794,0.988180329
YDR165W,0.961872345,1.00316343,0.959471696
YDR169C,1.04698575,1.046039139,1.138841126
YDR169C-A,1.027845052,1.022901311,1.00963233
YDR171W,0.978248719,0.984724099,0.950842426
YDR173C,0.979014526,0.965193865,1.001875676
YDR174W,0.543740867,0.498401389,0.493355873
YDR178W,1.023136961,0.958076857,0.957076048
YDR179C,1.059097947,1.003715669,1.053973536
YDR179W-A,1.003802839,1.002947592,1.019042346
YDR181C,0.951399873,0.964324103,0.937415759
YDR182W-A,1.024322367,0.979414633,1.019116472
YDR183W,0.996964039,0.997552574,1.023222658
YDR184C,0.947821027,0.962591314,0.967595154
YDR185C,0.982601659,0.965602343,0.928124337
YDR186C,1.006422384,0.989155263,1.144547699
YDR191W,0.970669094,0.974862901,0.939619548
YDR192C,0.989014454,0.973205328,1.021394466
YDR193W,0.980977969,0.986060004,0.993676605
YDR194C,0.833061504,0.795579382,0.788165185
YDR194W-A,1.010681646,1.013115192,0.996457298
YDR195W,0.482329571,0.417130473,0.566481189
YDR197W,0.984287839,0.803703854,0.793339695
YDR198C,0.985179775,0.995939196,1.007963052
YDR199W,0.806199422,0.858592557,0.872518749
YDR200C,0.854519903,0.723780214,0.789211387
YDR202C,0.892129876,0.895129745,0.984603808
YDR203W,0.877885997,0.877615277,0.966891041
YDR204W,0.956269669,0.803208726,0.814217526
YDR205W,0.902258984,0.904225017,1.022631157
YDR206W,0.960857856,0.998739366,0.929606278
YDR207C,0.878798507,0.688891919,0.824387437
YDR209C,1.132614429,1.035949534,0.992513271
YDR210W,0.971453632,0.974940638,1.044572338
YDR213W,1.031704878,1.041969414,0.856640877
YDR214W,0.986421991,1.007653202,1.11130674
YDR217C,0.908687116,0.873386039,1.046291849
YDR218C,1.026043632,1.005717776,1.032973341
YDR219C,1.006927242,0.967663128,0.939184541
YDR220C,0.996191657,1.006820929,1.015694447
YDR221W,0.929093805,0.932546932,1.026738057
YDR222W,1.015355988,0.980407405,1.001720091
YDR223W,0.987703237,0.974329113,1.129286298
YDR226W,0.495005136,0.422829918,0.521018947
YDR227W,0.945219116,1.004790298,0.867304838
YDR229W,1.011356936,0.977865875,1.017328025
YDR230W,1.02483028,0.878948101,0.845897319
YDR231C,0.959313968,0.809518201,0.833544976
YDR233C,0.962915108,0.944340914,0.981475649
YDR239C,1.020949492,1.000481969,0.956102946
YDR241W,0.70809045,0.742269885,0.760811995
YDR242W,0.973314748,0.993746125,0.979260885
YDR244W,1.029651609,0.929548496,0.990935337
YDR245W,0.509343981,0.548210308,0.718893329
YDR246W-A,1.016800808,1.011845479,1.031212795
YDR247W,0.999457088,0.985938618,0.986456734
YDR248C,0.979015073,0.986665207,1.016761976
YDR249C,0.968689607,0.935782719,0.972652925
YDR250C,0.982598268,0.950540085,0.988922682
YDR251W,0.995479542,0.982637712,1.030895532
YDR252W,0.984005283,0.958310293,0.904625301
YDR253C,0.988549804,0.970126941,0.996113344
YDR254W,0.792232144,0.906144367,0.892927799
YDR255C,1.014360049,0.947398769,1.022507262
YDR256C,0.931037419,0.995032151,0.989834098
YDR257C,0.826981965,0.980819615,0.901629265
YDR258C,1.016577688,0.988977265,1.012972831
YDR259C,1.002246062,0.993109698,0.977325335
YDR260C,0.711803695,0.849211362,0.941270398
YDR261C,1.001631463,0.985663115,1.018213066
YDR262W,0.985538127,0.991080084,0.98620438
YDR263C,0.988201,1.036061509,0.971347987
YDR264C,1.002255976,0.981831303,1.015747317
YDR265W,1.064382368,1.003276445,1.0053217
YDR266C,0.977422029,0.978724918,1.026937035
YDR268W,0.972845501,0.812319173,0.835482883
YDR269C,1.008772305,0.94983669,1.007549876
YDR270W,0.973411891,0.960326592,0.947602783
YDR271C,1.003760759,0.95871641,0.970219569
YDR272W,0.968313722,0.933377436,0.958124056
YDR273W,0.958061972,0.949289074,0.946706405
YDR274C,0.97449115,0.95598284,1.038484611
YDR275W,1.015604347,0.978909529,0.987204582
YDR276C,0.985179495,0.976636431,0.968869867
YDR277C,1.013522459,1.018850649,1.011380229
YDR278C,1.008659922,0.98257001,0.911584143
YDR279W,0.952233068,1.000268865,0.987480142
YDR281C,0.983286773,0.982072923,0.990206987
YDR282C,1.052251937,0.989698938,1.058191247
YDR283C,1.024306611,1.008120083,1.006371299
YDR284C,0.956829157,0.980062533,0.991105378
YDR285W,0.988168072,0.986052189,0.984031556
YDR286C,1.019217293,0.996180099,0.974632318
YDR287W,0.960706597,0.935991292,0.949732123
YDR289C,0.867397837,0.836853989,0.887045627
YDR290W,0.875916942,0.859793835,0.947568385
YDR291W,0.987336491,0.981262194,1.027966432
YDR293C,0.924288025,0.880205045,1.110871008
YDR294C,0.975764082,0.972458194,1.015792643
YDR295C,0.858202147,0.700138522,0.704440201
YDR296W,0.929940018,0.755372626,0.753182766
YDR297W,0.881193282,0.796003583,0.837081509
YDR298C,0.749053338,0.519271005,0.582765611
YDR300C,0.884471101,0.732519631,0.801696489
YDR304C,0.985056481,0.979241369,1.064869905
YDR305C,1.005641943,1.007339051,1.033058031
YDR306C,0.973773469,0.92964933,0.963106294
YDR307W,0.960942451,0.943752852,0.996448918
YDR309C,0.971851487,0.969934911,1.003041366
YDR310C,0.994053689,0.921955608,1.047537544
YDR313C,1.031734069,0.987320289,1.02940786
YDR314C,0.98270182,0.94792972,1.016596752
YDR315C,0.628860637,0.480720709,0.898285934
YDR316W,1.119589656,0.967512907,0.794935168
YDR317W,0.987889626,0.99188209,1.119654979
YDR318W,0.741809268,0.757464884,0.751195927
YDR319C,0.982223086,0.986506385,0.963355594
YDR320C,0.649865826,0.537284634,0.890526959
YDR321W,0.965357399,0.961138138,1.003051603
YDR322C-A,0.950003295,0.915530095,0.89910912
YDR322W,0.939175854,0.733879392,0.793674892
YDR326C,0.971500431,0.973156962,1.009056
YDR329C,1.012889927,0.956638374,0.993121135
YDR330W,0.998060184,1.002162282,1.004281299
YDR332W,0.990093873,0.965484577,1.004686063
YDR333C,0.983173226,1.02051289,0.752615561
YDR334W,1.004629801,0.974352698,0.925718796
YDR335W,0.934267105,0.889138385,0.849728195
YDR336W,1.012695608,0.989246421,0.954323559
YDR337W,0.948768866,0.973445878,0.966556271
YDR338C,1.051182381,1.030600564,1.044298957
YDR340W,0.98672572,0.968178848,0.995699489
YDR344C,0.973438601,0.961970866,1.025351512
YDR345C,1.1283543,1.102353856,1.056305375
YDR346C,0.95984281,0.970172836,1.045278138
YDR347W,0.987528209,0.750611411,0.843025041
YDR348C,0.866190603,0.945624783,0.971080965
YDR349C,0.810632291,0.781689188,0.992553866
YDR350C,0.942619832,0.817826006,0.850176413
YDR351W,0.714798982,0.787329515,0.997300093
YDR352W,0.981335849,1.000908894,1.033740415
YDR357C,0.943951315,0.940623229,1.096866882
YDR358W,0.964197325,0.970837145,0.9959445
YDR359C,0.948841138,0.952522949,0.971267513
YDR360W,0.731926202,0.831976777,0.83675349
YDR363W,0.946654381,0.956640912,0.926665518
YDR363W-A,0.545603686,0.635316975,0.820202668
YDR368W,0.910723387,0.924889153,1.0739948
YDR369C,0.5919763,0.7687822,0.801703656
YDR370C,1.030402209,0.968498263,1.00450699
YDR371W,0.970042739,1.00518933,0.99596525
YDR372C,0.71654868,0.881583866,0.961337432
YDR374C,0.985241235,0.946157427,1.035223223
YDR375C,0.943804315,0.932841398,0.824435198
YDR377W,0.925675237,0.848781374,0.804786869
YDR378C,0.438618483,0.576621897,0.686375813
YDR379C-A,1.046143142,1.013792503,1.007837897
YDR379W,0.947138838,0.96308621,0.963623393
YDR380W,0.973346035,0.999588226,0.984751767
YDR382W,0.48110003,0.441845909,0.551261799
YDR383C,0.948090183,0.982946781,0.965368704
YDR384C,0.962908371,0.981382758,0.996155513
YDR385W,0.97431516,0.968204828,0.968143141
YDR386W,0.934044229,0.922507649,0.950700335
YDR387C,1.003859833,0.982069972,0.983671054
YDR388W,0.972732897,0.900353059,1.01339654
YDR389W,0.648518697,0.747029776,0.875060437
YDR391C,1.039889331,1.04125668,1.009230577
YDR392W,0.72522842,0.629554532,0.736716324
YDR393W,0.984811595,0.949479498,0.981860717
YDR395W,0.95620437,0.931066894,0.947723918
YDR399W,0.963545228,0.973965109,0.988297221
YDR400W,0.989640849,0.981308972,0.998534674
YDR401W,1.001642341,0.991205216,1.008041255
YDR402C,1.006695351,0.988711991,1.007175776
YDR403W,0.988965177,0.999492043,0.999081956
YDR405W,0.911636467,0.786621764,0.752162915
YDR406W,1.004643864,1.015476969,1.004179726
YDR409W,0.957624235,1.008461569,0.999300378
YDR410C,0.974331477,1.025432381,1.035235137
YDR411C,0.986485159,1.013311239,1.002988786
YDR414C,0.670192531,0.7562466,1.015569044
YDR415C,0.991124673,0.988133782,0.984530629
YDR417C,0.835873509,0.809943289,0.907996819
YDR418W,0.623872464,0.46420798,0.728462579
YDR419W,1.018050393,1.04088422,1.011576266
YDR420W,0.9595866,0.966088284,0.990249457
