Accession,Gene,NH4,Gln,Phe,Ile
P50875,SPT20,4.351291687,11.48423378,8.29158723,11.99940612
P50942,INP52,6.380476901,7.994972199,11.67259403,12.27494852
P50944,AVT4,6.990044676,10.06112471,13.69876809,14.03188707
P50945,MIC27,138.2435427,192.7617041,258.8960076,245.8906383
P50946,OCA1,49.30825724,66.63273561,91.10680765,64.63766294
P50947,PHO23,21.77846294,22.53140353,35.33738537,43.04235744
P51401,RPL9B,10556.36578,14105.28645,19064.54093,21217.11897
P51402,RPL37B,213.7346737,263.26179,309.381296,338.2379136
P51534,SHE4,63.85579659,83.74052884,121.6705885,96.10429102
P51601,FOL2,195.4332908,247.6920425,354.6504265,370.7643007
P51862,ROM2,15.89979128,17.99014969,26.65016322,25.9172991
P51996,YPT32,1065.687075,1035.391298,1256.114136,1159.340158
P51998,YML6,435.007809,616.5394305,757.4791891,905.0520547
P52286,SKP1,975.7435443,1303.236319,1966.858662,1583.7492
P52488,UBA2,76.03426346,97.44955998,133.2257746,132.3333517
P52489,PYK2,5739.785583,7321.38608,8205.655935,12032.78854
P52490,UBC13,262.8625392,355.3428181,505.8790043,333.5726393
P52491,UBC12,16.15768979,20.82051884,27.90854414,16.87117126
P52593,NUP188,71.5798944,89.03970907,122.471625,102.252438
P52871,SBH2,29.05799233,88.04345059,119.2212463,148.008582
P52891,NUP84,19.25035864,24.62025452,34.65803282,32.41159852
P52892,ALT2,2.002533098,3.096984937,4.119495067,5.962174562
P52893,ALT1,170.4116905,385.4950426,606.9022377,1658.052873
P52910,ACS2,4758.059112,6827.001089,8322.291214,11907.07551
P52917,VPS4,68.95320238,79.7071316,105.7836331,115.7019838
P52918,MSN5,23.93401528,32.62976726,46.04515962,43.28896805
P52919,NBP1,7.859523478,8.407276159,11.91573904,11.22413034
P52960,PIP2,3.492864358,4.668668423,6.251606665,7.076768618
P53008,CWH41,65.22185648,78.35941703,104.4778934,113.1813195
P53010,PAN2,6.474718296,7.440290656,10.42751481,11.45081623
P53011,SEH1,20.58259017,25.17667849,29.51880051,40.89428748
P53012,SCS3,7.244057748,9.530480483,11.26150411,20.18790197
P53037,PSD2,0.572081261,0.660037646,0.971610156,0.986434943
P53038,TEL2,2.607473855,3.216287992,4.824263711,3.380414211
P53040,TAF6,69.52744085,96.16339181,130.5268166,110.2629811
P53044,UFD1,821.6669267,804.8667322,1223.848234,889.3485711
P53045,ERG25,170.2592418,236.3559593,262.5265023,353.1925375
P53049,YOR1,6.097182453,8.379446656,11.81609467,13.8536114
P53060,RMR1,2.21352881,2.462789256,3.239565555,3.887900217
P53063,RAI1,7.111801169,8.805720645,12.53806111,11.71738648
P53064,RTF1,48.96951093,59.28778829,71.25031505,80.69024779
P53065,TAD1,0.759114216,1.291055485,1.435929969,1.811111403
P53066,YGL242C,5.597842439,10.84883081,17.1848067,11.58804998
P53067,KAP114,56.44911164,70.11561592,101.4568513,81.42948234
P53070,MTO1,3.539302119,5.658650769,7.493258705,8.846368863
P53072,TAN1,125.4711652,158.7372351,220.5684202,242.1004079
P53073,EMC4,113.1785255,155.4168479,215.2459283,185.4135952
P53075,SHE10,202.3071437,237.6301321,318.4680505,323.2280299
P53076,VID30,8.163430971,10.87791629,13.37789509,18.32850638
P53079,COG1,32.35062808,42.80935442,59.5150956,35.71244194
P53081,NIF3,114.2975515,156.6310458,187.4912745,234.698334
P53083,MDM34,9.104884274,14.63419426,18.87074554,18.12932704
P53086,KIP3,2.237995262,3.200749236,4.101614956,3.837148367
P53089,YGL204C,3.923889636,5.132897628,14.06994393,10.25248508
P53090,ARO8,2082.032816,2445.953896,3170.989633,3004.471578
P53091,MCM6,23.14125843,28.81460637,38.99427025,39.35490244
P53093,YIP4,10.15699519,16.50308964,16.89038168,33.1415547
P53094,MDS3,18.63593091,24.91860001,33.95918697,30.98198329
P53095,DSD1,188.0231388,135.4846356,157.4424467,167.2042728
P53099,TPN1,3.76772566,4.899750281,5.791087233,6.391151771
P53100,YGL185C,27.40301277,31.82461536,44.81455536,49.32285921
P53101,STR3,1.356837144,1.896276196,2.341867761,3.509598115
P53104,ATG1,5.775657637,7.710801836,10.57749697,12.24856006
P53107,YRB30,38.39366159,63.16075179,80.40471331,66.96968708
P53110,YGL159W,37.99210809,58.27274579,72.17378622,65.81682159
P53112,PEX14,58.94103484,114.0873877,127.515722,121.4204295
P53114,NUT1,23.0427448,32.15420511,44.36692889,37.53829779
P53115,INO80,19.92786158,27.74172174,36.44489959,32.4844699
P53119,HUL5,3.010186658,3.556412128,4.234484394,4.879189603
P53120,YGL140C,30.92780379,36.58763136,53.22383399,42.03953812
P53123,MRM2,3.69695675,5.152570718,6.974278085,7.027863246
P53125,ITC1,13.7403601,16.7589676,23.59573298,23.54065971
P53128,MET13,72.13924014,89.3701847,108.80511,118.8737061
P53129,MON1,1.569501315,1.858980404,2.740356949,2.449603385
P53130,GPG1,509.1302268,481.2836651,726.0024973,629.4822432
P53133,YGL117W,2.884096562,4.124251087,6.344225737,13.10264842
P53134,YGL114W,15.44257792,19.42843874,27.33148569,27.40362822
P53136,NSA1,38.64780161,49.73570907,58.88461927,65.66603174
P53137,CUE3,8.964083839,10.92841367,14.82947833,16.8321763
P53139,YGL108C,499.9179212,652.4722908,860.4422985,428.483248
P53140,RMD9,31.22019762,53.74647315,73.96899517,64.54349913
P53141,MLC1,306.1153179,477.7297626,598.6665598,623.2954873
P53144,YGL101W,2.723297551,4.12791406,8.478493495,7.558472622
P53145,LSG1,11.25806037,13.52055893,17.2664891,21.18102773
P53154,GUP1,13.18511739,16.95099203,25.18932753,22.2722239
P53155,YGL082W,202.0976202,241.5814191,315.8146327,367.845417
P53158,KXD1,20.07081577,39.6077252,42.51980416,47.92303827
P53159,MPS2,1.507218778,1.654023657,2.46721044,2.201936917
P53164,NPY1,2.629045256,3.997910882,4.365083513,6.141521019
P53166,MRH4,4.615501067,7.536865443,10.0312387,9.474318439
P53168,DUO1,24.83953398,31.36365779,41.62886365,33.8808721
P53169,YBP2,13.47747785,17.54791026,23.64411055,20.19519033
P53171,GEP7,14.4642738,32.65072463,41.52647964,49.81746334
P53172,SDS23,44.52447281,72.3760423,93.88400699,113.3767875
P53173,ERV14,6.293692621,8.225228976,13.64988902,10.17797912
P53177,TYW3,15.24425738,20.14532917,30.11960256,31.09283089
P53184,PNC1,296.8339015,563.4990755,462.1903406,814.8528719
P53185,YGL036W,0.156143712,0.211199192,0.307936808,0.273549749
P53189,SCW11,150.0854067,145.3241489,219.268994,172.6832486
P53191,PIB2,11.73760404,12.14423994,16.55733975,14.92656471
P53192,GET1,62.0377289,94.9956547,129.3722988,100.2224293
P53195,COG7,287.1923964,387.6381403,518.6874188,354.5961145
P53196,RPN14,41.20691958,56.65369989,60.95300672,114.7926885
P53198,ERP6,38.88896487,53.62701084,74.5979597,81.31461112
P53199,ERG26,797.6398854,1002.062063,1290.393146,1606.4406
P53200,EFM5,771.8343444,918.129265,1100.442594,1339.252168
P53201,SWC4,21.6731551,27.13974752,35.82874419,41.13232064
P53202,CUL3,3.667004515,4.292642887,6.170317113,6.230548418
P53203,PEX31,2.269128508,0.777512047,5.213286539,4.921288561
P53206,YGR012W,102.5154642,149.1952285,181.1518696,188.4535166
P53207,SNU71,5.549496639,9.178969996,11.00594252,11.14638173
P53210,YGR017W,114.1543227,122.1037686,170.8430205,183.146021
P53212,YGR021W,5.117194673,0,26.70723041,47.91178178
P53214,MTL1,151.0376168,204.9188271,324.0442916,280.5087816
P53215,THG1,24.57680473,33.00740123,43.2882164,40.38518984
P53217,YGR026W,9.824120051,14.42740451,20.41107234,20.57485974
P53219,IMO32,55.77717506,88.70819703,116.1975747,114.8461215
P53220,TIM21,10.8116634,15.21110463,20.10466159,20.35144738
P53221,RPL26B,18252.55418,23498.03394,26023.90826,33886.81839
P53230,TAM41,10.76724897,23.03883014,28.9352002,26.49865806
P53235,YGR054W,56.05959515,68.32679108,83.05813747,96.52030924
P53236,RSC1,5.341460638,6.378753679,8.471328475,9.58469413
P53248,PEX8,2.895123198,4.319749951,6.189402063,5.647493179
P53250,TWF1,129.5898069,178.6661336,144.2330468,102.7524115
P53252,PIL1,26958.80169,35874.58623,47722.17973,45003.94737
P53253,NNF2,0.946281563,1.337326521,2.07109284,1.764600605
P53254,UTP22,26.2676382,33.37258769,45.77177235,55.38787432
P53255,DRN1,11.60445751,15.18057021,21.42274739,26.13481588
P53256,RRP46,296.1797159,345.3167411,456.0428949,459.9966874
P53258,MDR1,45.66706134,61.86113559,89.32025758,90.4316966
P53261,NOP7,46.85817923,64.73662204,83.61137361,91.00279845
P53264,CLD1,2.985204577,3.590753599,4.428708256,6.309477489
P53265,YGR111W,36.60991932,56.8511914,76.45912244,72.81094995
P53266,SHY1,6.746232124,11.47098391,15.27073051,15.30394178
P53270,YGR117C,0.993410545,1.181927048,1.501452191,1.627863692
P53272,YGR122W,5.235093265,8.216897983,11.21031422,10.40946846
P53273,YGR125W,135.8974666,197.3482862,280.4252437,241.7913674
P53277,SYF2,0,1.002408453,1.307666984,1.235256023
P53278,YGR130C,128.784703,224.2757289,259.1133475,247.6583029
P53290,GTR2,1.382301414,4.156818752,4.339758383,4.42727269
P53292,MRPS35,30.23435908,45.56354519,52.05285613,61.15753582
P53294,PUS6,5.265401213,7.124488173,9.599544557,8.258566098
P53295,RBG2,134.17875,196.8703081,233.7558302,312.7845168
P53297,PBP1,20.73133348,26.3701525,33.16943841,35.65441373
P53298,OKP1,13.38816334,14.77471452,20.81488696,18.35244303
P53299,TIM13,2060.316697,2428.092893,3133.62025,4533.346759
P53301,CRH1,473.9697083,495.5083176,615.2054907,736.9307748
P53303,ZPR1,301.6148361,350.2701893,413.3889895,336.3625153
P53305,RSM27,1.61393771,2.456595628,3.457900384,4.225286123
P53309,YAP1802,10.69039236,14.21234413,22.84161185,21.25351897
P53312,LSC2,1710.503297,2936.502349,3553.124478,4743.712664
P53314,CPD1,102.2883271,119.5069877,162.5510949,178.3952103
P53316,YGR250C,66.36128617,121.0640802,146.5130287,124.9844808
P53317,NOP19,9.93512172,11.56300526,15.79240402,8.0477972
P53318,COQ6,39.93820602,75.98002554,100.8251058,76.48580709
P53320,MTM1,0.342909079,0.51852073,0.731363436,0.906482825
P53322,TNA1,3.772291123,6.275244867,8.248029617,7.245101654
P53323,BUD32,1.809972396,2.61968838,3.12459311,3.796373515
P53326,YGR266W,69.12472715,79.66420938,104.0572683,103.4638499
P53331,RNH70,14.46359894,21.02955521,25.0693139,34.89680773
P53332,CAB4,191.8445621,208.7745395,275.7459664,255.109165
P53333,CWC22,29.23598076,37.85322551,54.34371208,46.8395475
P53334,SCW4,239.8975823,265.8705801,324.4664472,303.5213145
P53335,PXR1,3.032278077,2.436380275,3.840018968,6.684645354
P53337,ERV29,597.7006352,775.3938186,1142.275203,1053.758183
P53378,TUB4,1.931944043,1.211241996,4.724934731,6.407228499
P53438,SOK2,0.407363423,0.518681362,0.78877067,0.760326708
P53540,SPC98,17.08543737,21.51924698,31.53664412,21.64141678
P53549,RPT4,769.6187948,964.3676329,1305.202664,1396.790328
P53550,DCP2,382.0569573,536.6005089,749.4266041,679.5591817
P53551,HHO1,666.1318608,946.3212079,1142.957422,1201.512541
P53583,MPA43,0.857336823,0.939531612,1.431487059,1.288758297
P53584,YTP1,69.43223556,101.4978054,146.0092138,124.9774329
P53598,LSC1,260.8157106,396.8300717,464.4369911,415.1870061
P53599,SSK2,7.032100195,9.522446093,12.93422222,12.1866205
P53615,NCE103,686.7670413,730.3084201,1022.423867,1000.900461
P53617,NRD1,7308.735717,7155.034457,9808.961868,11786.9196
P53622,COP1,97.29884817,119.1129724,156.0217502,165.4077985
P53628,SNF12,28.74462815,36.98549286,67.49545624,58.07523629
P53629,ARE2,95.84495078,89.72866026,141.1237478,111.2103207
P53632,PAP2,19.2106085,24.74649514,34.3965049,29.5582818
P53633,YIP3,3840.800912,6175.874475,8154.775063,8063.416231
P53685,HST1,11.57181324,16.05479014,21.53986201,22.54427111
P53691,CPR6,1574.840435,1432.96588,1721.503796,2445.948325
P53720,SMM1,12.18463868,18.13589541,23.61324146,21.93902184
P53721,RCF2,25.64808463,42.16936248,55.75537378,51.85513608
P53722,ATP23,21.20328604,36.09856631,47.84032017,48.17764609
P53723,YNR021W,580.1063015,910.3776793,1192.642005,1404.002166
P53725,MPP6,4.462799784,6.981108873,13.84839109,5.56844743
P53729,YNR029C,20.5773699,28.81133371,35.79787054,49.60702779
P53730,ALG12,45.60868992,103.9080952,124.1145016,85.74605414
P53731,ARC35,135.8050469,186.5960634,228.5372351,239.605919
P53732,MRPS12,172.6749143,234.3871498,315.5054114,260.0433261
P53733,RSM19,98.68050698,199.341474,229.3496168,280.9336374
P53734,DBP6,5.63283231,7.822978459,11.01149817,10.80103462
P53735,ZRG17,2.754262203,2.907373585,4.134837138,5.157515454
P53738,TRM112,77.3745731,60.37244241,64.65764656,172.0756997
P53739,FPK1,2.100282277,2.951956607,3.46073434,4.19350392
P53740,YNR048W,38.80158794,45.88621734,60.24628208,91.12199682
P53741,BRE5,25.89583517,33.46699838,38.96268375,38.48306984
P53759,DUS1,13.66811578,15.86257621,21.66784994,22.12629371
P53829,CAF40,259.0210387,287.04639,459.1537929,365.0367204
P53830,CUS2,1.26812014,2.020822473,2.814682359,0
P53834,HCH1,216.0120802,409.7980817,515.5987537,752.1156916
P53836,CAF120,2.159818919,3.243799105,4.541330217,6.2725566
P53839,GOR1,1468.462754,1750.722778,2304.052627,2064.536441
P53843,IST1,69.86410746,109.5129965,131.5209144,123.432352
P53844,PDR17,49.92016685,59.60926628,83.58675827,74.34885861
P53845,YIF1,4.456069641,5.6748481,9.583816956,7.609738519
P53846,YNL260C,2.019352806,3.501609117,5.109888997,4.025639601
P53847,DSL1,22.62277223,30.07907159,43.80028123,33.50961093
P53848,FOL1,51.0358136,64.14618493,86.53382026,93.31661393
P53849,GIS2,3763.536201,4983.642346,6696.303447,6339.037015
P53851,TEX1,2.476915647,3.04610583,4.615113506,4.327819544
P53852,YNL247W,100.2682513,177.4786452,222.2458175,240.8647577
P53853,VPS75,129.6974104,154.3005382,209.6191391,198.6815354
P53859,CSL4,38.04359241,43.60995986,57.07385737,70.13531523
P53860,PDR16,147.9269364,170.1406527,240.6314275,201.9348649
P53863,JJJ1,8.406980123,9.804257184,13.55474995,13.94103269
P53865,CNM67,7.582848602,10.15070079,14.89638236,17.71117367
P53866,SQS1,8.417599475,11.84624916,15.40007451,18.99549797
P53867,ATG4,6.082262157,5.813310994,8.5786694,7.835763975
P53868,ALG9,60.61150531,79.66703277,114.6894119,111.8421261
P53874,UBP10,26.73347793,36.22864318,47.55432842,52.31662472
P53875,MRPL19,130.9410048,180.8315667,246.2098427,274.7688993
P53878,YNL181W,5.587850216,8.175156726,10.7784733,8.799462228
P53879,RHO5,27.72359699,33.95887995,44.42923124,92.74291093
P53881,MRPL22,57.98937202,113.3610073,147.3312925,137.3596739
P53885,MDG1,109.0998131,145.6467335,182.2504716,162.7619272
P53889,FMP41,645.7406157,930.5506694,1304.092722,1079.405583
P53891,YNL165W,0.536358891,0.360747261,1.119640521,0
P53893,RIA1,23.82025688,30.06464779,41.32887208,37.28556766
P53894,CBK1,31.6760216,33.58438486,45.13334039,53.93141333
P53899,CUZ1,9.262125298,12.68122803,16.7197175,18.74825218
P53903,PGA2,140.2687391,178.6492372,228.2924735,213.6627233
P53913,FYV6,20.16111171,24.62007413,35.5130614,34.64840638
P53915,NRK1,102.3420086,95.7405284,150.9144051,131.6229587
P53917,FAR11,2.134125121,3.176694678,4.338734346,3.908572687
P53919,NAF1,15.25280893,22.95981326,31.34160261,29.23392656
P53920,NMA111,23.8678602,33.74838385,40.21059951,52.70061974
P53923,NCS2,39.10385155,51.09724457,65.96636631,69.67659185
P53925,YNL115C,160.9537294,213.531784,279.2403339,271.8394624
P53927,NOP15,13.97751583,15.6048211,19.57236401,22.29783431
P53929,YNL108C,4.747999832,6.456476089,7.736562703,8.430558337
P53930,YAF9,12.46265434,16.78563367,19.43302149,23.51224484
P53935,NST1,23.47692804,28.40323105,40.37911026,37.92924665
P53941,IMP4,45.29190818,54.99627672,68.12597396,82.28724352
P53946,ARP5,8.438761421,11.21521972,13.26717652,20.58399317
P53951,COG5,0.336125385,0.412019058,0.598753888,0.52109767
P53953,SFB2,2335.817536,3197.670365,4158.740165,4757.354765
P53954,ALG11,59.44209208,83.30660896,109.7966776,93.15751513
P53955,SLM2,49.66856626,50.74697013,78.5553266,88.62429564
P53959,COG6,9.996763055,13.70689763,18.90352164,17.90430033
P53960,YNL040W,63.0489871,101.211856,122.0381485,137.8001288
P53962,YNL035C,172.6091531,170.0425324,229.2812043,208.4844468
P53965,SIW14,2.302606858,3.241628018,4.691051061,5.793077493
P53969,SAM50,20.74966176,23.8064677,30.3285308,31.53018262
P53972,RCM1,2.572721178,3.036119052,4.162593257,5.361430775
P53974,ARK1,4.095364451,5.859972328,7.150416658,10.25249638
P53981,YNL010W,794.0827144,1069.273383,1437.817054,1745.028425
P54000,SUB1,101.3819271,125.3961433,171.2167526,170.7885473
P54003,SUR7,64.66063697,101.0899298,141.277536,163.2910864
P54070,KTR6,26.30004381,25.08246309,39.30762566,35.89046979
P54074,ASI1,0.768713309,0.950839664,1.410428592,1.302941354
P54113,ADE16,583.2928382,698.6052346,730.3546945,1152.52728
P54115,ALD6,14428.61175,16718.97069,17776.55671,24247.61459
P54730,UBX4,66.39619221,113.376208,148.1162415,178.9255275
P54780,RPL15B,833.0937329,1140.711092,1541.120623,1713.562809
P54781,ERG5,202.9740711,267.136909,359.2326832,383.2236933
P54783,ALO1,60.15167314,122.2607081,131.256071,148.7416845
P54784,ORC1,7.056645121,8.927170055,11.94180761,14.02352053
P54787,VPS9,3.577417653,5.153975622,7.000237801,5.213421862
P54791,ORC4,7.252917569,6.503897035,11.03584708,13.99181068
P54837,ERV25,66.41536484,134.2254954,166.6194232,174.2826367
P54838,DAK1,1031.830255,1124.57432,1549.164326,1177.261385
P54839,ERG13,5827.342437,9371.629654,11293.32461,13869.37966
P54857,TGL2,1.200794526,1.042695969,1.391848554,2.620728623
P54858,DOS2,0.329770149,0.770393704,0.375854866,0.468295244
P54860,UFD2,22.38426562,29.58561683,41.93624372,38.61813609
P54861,DNM1,115.6177886,181.3987627,233.7375641,199.8788726
P54885,PRO2,499.7831797,695.4985407,886.8584497,1326.318033
P54964,REX2,2.222097483,3.557394442,4.997924311,4.093791431
P60010,ACT1,13090.2972,19941.08788,21904.34996,28812.19999
P69771,DID2,146.5813066,251.7204014,307.2605714,453.2749705
P80210,ADE12,991.5573203,1605.026694,2079.603146,2637.653818
P80428,ARP4,107.2216191,147.7874578,191.8225034,214.071181
P80667,PEX13,24.7269182,36.07087217,51.96193403,50.35512814
P81449,TIM11,2.008865141,2.900610985,3.358361639,2.858766915
P81450,ATP18,8245.661918,11852.01815,14323.98301,12340.78739
P87108,TIM10,0,0,0,400.73303
P89102,SEC5,25.37986941,37.47779032,51.2643537,50.04171017
P89105,CTR9,132.6250966,179.1308144,240.1433289,227.5611938
P89886,TMA20,309.1305683,395.4594594,486.7007708,534.0095517
Q00055,GPD1,1478.734851,1434.887982,1791.461095,2543.277032
Q00245,RHO3,472.9209502,610.3548239,777.5395332,856.9623412
Q00246,RHO4,51.3087173,72.51403329,124.8536993,94.87810653
Q00362,CDC55,55.80791878,68.56763797,68.45136264,89.00320757
Q00381,APS2,71.73316915,87.0785095,131.2758202,127.3116709
Q00402,NUM1,12.32564947,17.16779681,22.20004917,28.80104489
Q00416,SEN1,5.122060811,6.496965049,9.683157881,9.960246361
Q00578,SSL2,4.024566887,4.794696023,6.630952872,6.653192825
Q00582,GTR1,7.118546657,10.04235261,13.80011669,11.54770768
Q00618,BET4,44.19948218,52.70880312,76.23661275,83.2268127
Q00684,CDC14,17.481565,20.49423104,23.86166681,25.04576551
Q00711,SDH1,1565.187338,2354.509989,2582.038305,2492.921588
Q00764,TPS1,1022.861848,1511.524056,1962.699556,2316.655794
Q00772,SLT2,10.0066217,18.42568943,19.85029138,23.89073545
Q00776,APM1,24.2912039,31.80269916,38.67767961,70.52856707
Q00816,REG1,3.84485237,4.810168273,5.7475416,5.442948853
Q00873,CYT2,192.6921447,277.8770226,389.7036268,442.0761864
Q00916,SNP1,1.706909716,1.698746163,2.259425697,2.548267167
Q00955,ACC1,1910.234957,2410.860367,3024.652269,3248.059972
Q01159,CEG1,74.2610657,89.12093741,110.97597,142.6044786
Q01163,RSM23,119.1512992,202.1370104,263.3109767,282.5183539
Q01217,"ARG5,6",998.614089,1200.155284,1590.813836,2941.648285
Q01329,PTA1,24.95312046,33.52480903,48.14051128,43.13660458
Q01454,CTF4,52.92404748,56.312005,72.23324333,153.2282473
Q01476,UBP2,20.61539415,26.31594982,34.24876492,40.69651622
Q01477,UBP3,23.37400736,35.30403122,43.59679883,48.87616018
Q01519,COX12,9811.035766,12146.73648,16120.14188,20573.8664
Q01532,LAP3,2368.316355,2563.232783,3907.978073,3648.633036
Q01560,NPL3,523.3714551,441.1029718,634.223007,794.0544705
Q01590,SED5,1.503942138,2.807044655,3.507717973,2.480376494
Q01662,MAP1,325.9900365,299.9817951,364.9757664,377.1582313
Q01722,GCR2,3.128161406,3.802509764,5.475627084,5.054680236
Q01802,AAT1,80.75080378,91.29390562,123.0926187,132.1840079
Q01846,MDM1,1.50202753,2.708710032,2.885402593,4.559357775
