Accession,Gene,NH4,Gln,Phe,Ile
Q02796,LGE1,1.566937234,1.10311433,1.530520239,1.226638195
Q02804,ARL3,50.56470334,48.4150347,53.74003283,47.93809289
Q02805,ROD1,0.270052954,0.614069097,0.798990082,0.648906638
Q02821,SRP1,1032.116466,1179.23873,1602.428002,1760.161702
Q02863,UBP16,10.73070618,17.9014676,24.40205714,25.45621831
Q02866,MUK1,5.956055543,7.578841,11.8622859,10.84973592
Q02875,SYH1,46.03698939,81.98569687,102.8093232,104.5025269
Q02883,FMP30,1.33379394,2.190296057,2.784255545,2.413714205
Q02884,ELP4,2.809785105,3.85933217,5.105231961,4.210031387
Q02887,ATG21,56.47212233,47.057778,64.13844625,64.84664103
Q02890,PNG1,32.10002696,39.75471146,49.45422111,45.83315351
Q02932,KAP120,16.76331962,22.51460595,32.4007675,26.119756
Q02933,RNY1,45.3615948,47.87209172,61.38099867,67.16319612
Q02939,TFB2,8.696921215,11.75708465,15.92076238,14.45241839
Q02948,VPS30,329.5381811,364.6062374,271.6711038,382.011296
Q02950,MRP51,129.4467513,232.3114052,308.5561581,322.4244958
Q02959,HOS3,61.00153681,79.95259365,108.5225843,119.2010809
Q02969,PEX25,571.6543247,785.15082,1056.472122,1111.665554
Q02979,GDE1,5.813440776,8.017985664,10.779787,10.0993828
Q02981,YPL109C,28.10311214,42.70227137,58.00414404,41.58924348
Q03010,UME1,15.41045453,20.00052241,22.17863808,30.14620198
Q03012,SPP1,6.948273122,7.243788747,10.48519749,10.54098234
Q03016,GIP3,17.91866129,23.23032016,30.70945803,28.81796104
Q03028,ODC1,764.9294612,1585.965078,1999.63115,2034.192197
Q03048,COF1,180.0609005,330.1806709,366.6307086,437.9670229
Q03071,ELC1,72.82236844,62.2330335,124.5372345,102.7544936
Q03088,SVL3,65.36829005,141.3644329,147.3428816,230.088668
Q03102,YML131W,355.8251854,522.2668425,638.3553682,701.8762916
Q03103,ERO1,87.20810205,122.6210164,165.7754155,170.1101663
Q03104,MSC1,212.3849831,247.9635633,353.2530867,431.4409427
Q03124,RSC9,61.0203508,88.81642171,121.8353109,118.6696129
Q03148,SNZ1,427.9556107,343.6133746,505.4826857,993.1352374
Q03151,MTG1,4.725249207,5.651634309,8.189211789,12.12517109
Q03153,ATP25,5.172683647,6.984564323,9.899608855,9.908841667
Q03161,YMR099C,341.0991512,432.1217327,417.8153589,509.504098
Q03162,MUB1,12.02131522,13.37002319,19.45864605,22.17129171
Q03195,RLI1,833.647326,1180.021877,1557.655988,1737.26044
Q03201,RSM10,2.13350564,2.529947133,2.989944197,2.721030373
Q03219,YMR178W,120.2637592,174.1321845,256.7378412,203.3077283
Q03246,MRPS17,187.6169938,354.2078448,598.6735627,627.7500758
Q03254,FCP1,36.16640926,41.16244355,58.71267147,48.34901722
Q03262,PRM15,40.23496536,54.26455961,69.28860461,82.91844975
Q03266,ABZ2,58.41427591,74.88279812,110.2790344,90.85106583
Q03280,TOM1,21.44869477,26.75006109,39.46786846,33.87343393
Q03281,HEH2,59.88638494,74.73722799,107.2903965,104.422836
Q03289,PFA5,0.42530516,0.168963721,0.96870889,0.648310382
Q03305,RMT2,5.082158284,8.256519235,11.35189748,11.11720459
Q03306,PKH3,10.5257978,12.0686283,15.57384065,18.11409636
Q03308,VPS16,21.68141093,25.44562752,37.43775184,33.23014218
Q03322,TLG1,107.1847959,113.3304168,160.5482167,145.5384598
Q03323,SDC1,259.5588946,170.4632112,311.270702,411.8847768
Q03327,UGO1,4.159253919,6.88008511,9.059385827,7.861302286
Q03330,GCN5,1.526840632,2.933862043,2.929349626,3.271952154
Q03337,TRS31,8.319775067,13.94500496,17.38834672,22.26083445
Q03338,PRP3,6.567248631,8.971086713,12.90084273,14.19579857
Q03361,JIP4,11.54389671,12.03079643,13.6725551,14.15081137
Q03362,YDR476C,19.33145488,29.38264098,30.55312006,47.45953957
Q03370,PEX29,1.243924568,1.822568545,2.46264128,2.774411746
Q03388,VPS72,1.076096288,1.091810304,1.621885232,1.496215272
Q03407,PKH1,12.06750156,16.24988121,22.21501072,22.66803234
Q03429,MZM1,125.031166,167.0543378,230.6530237,254.8293548
Q03430,RSM28,76.36681459,105.1238317,136.1002278,146.0994543
Q03435,NHP10,65.86825396,79.36152576,99.82760499,111.0386961
Q03441,RMD1,0.595456722,0.614069232,0.46162325,1.775607079
Q03455,MSC2,3.865193718,5.787326459,8.512994249,8.770931239
Q03466,EBS1,6.194164769,7.746250615,11.61783065,7.348618588
Q03497,STE20,9.954512395,11.55362888,16.45238732,14.44024345
Q03503,MAK3,31.74366798,36.53087712,46.58919851,47.97069982
Q03516,RSN1,80.44544512,126.2148527,165.3582561,189.223373
Q03557,HER2,8.914999272,12.27473594,16.11500964,16.43417957
Q03558,OYE2,1056.210451,872.9278007,1213.901479,944.3098052
Q03579,LIP1,73.12298391,94.67743079,152.0202182,175.9603017
Q03629,YML079W,88.07888756,110.8751545,164.0853324,122.3299792
Q03631,WAR1,2.908061033,3.707745178,5.500093734,4.41454111
Q03640,TCB3,15.23284545,15.46989095,19.86635616,21.01272161
Q03648,YMR209C,1.15575501,1.54499058,2.261910299,2.552454031
Q03653,EFR3,5.73995528,7.018852351,9.841655551,8.361821177
Q03654,CEF1,0.312346118,0.342856335,0.506410122,0.369722755
Q03655,GAS3,188.4080377,216.1513515,307.9945302,239.8217945
Q03660,TRS130,3.649699583,4.646086444,6.578355642,6.108946583
Q03661,ESC1,6.453500716,10.33543,11.9790012,13.89921447
Q03673,AIM34,39.76847038,58.10795743,72.34589877,69.66652676
Q03674,PLB2,5.465426843,8.058356968,11.07246462,10.64491719
Q03677,ADI1,146.4576493,232.2548715,330.1747279,434.7553643
Q03690,CLU1,342.4028216,534.9792954,678.5883144,773.0828795
Q03702,CCE1,5.770274057,8.154105171,10.19157098,12.83574912
Q03705,CGI121,39.64766177,53.06693164,73.36156067,72.46864215
Q03707,SRC1,73.20065969,76.6538434,114.2550247,123.1750959
Q03714,USA1,9.934489712,14.34774261,20.09313207,19.19550306
Q03718,NSE5,3.0054414,4.25892359,7.059177935,5.486482627
Q03722,YML020W,5.519296259,8.489978707,9.929944285,11.74102021
Q03730,YML018C,65.49305514,72.85296757,110.3356257,101.9845425
Q03750,TAF8,22.2900218,27.71568899,40.89104901,42.03418938
Q03760,PML39,3.320722666,5.071322804,6.526699106,4.665830121
Q03761,TAF12,270.5586041,327.9120759,459.4771281,503.6194763
Q03769,ENT5,5.094400118,8.479290894,12.1150488,12.94136478
Q03771,ACL4,49.90743455,63.11646308,76.58975321,69.34199133
Q03776,PRP42,21.42449653,26.87200305,39.56760809,37.06637373
Q03778,FMN1,25.96192064,34.69378049,46.31540714,63.96942885
Q03780,YDR239C,5.137067288,7.878186568,9.25354708,11.17388125
Q03782,SNU56,2.456670893,2.681645959,3.770001207,3.928111647
Q03786,YDR248C,58.45088833,117.6299514,137.2459352,138.5902421
Q03795,YMR155W,4.334989078,4.937152708,8.490748794,9.238902837
Q03798,AIM36,38.38751116,90.33109796,121.0465939,138.7263244
Q03799,MRPS8,131.1643158,222.26695,261.0218749,288.8983043
Q03823,YMR160W,16.11737177,17.96976122,28.53450471,24.88199996
Q03833,GIS1,0.182068557,0.205567065,0.341560059,0.245836865
Q03834,MSH6,29.18233724,34.89068941,44.6151375,47.48562432
Q03835,GRX3,141.4361239,220.9339564,275.797596,299.4144453
Q03860,TVP15,396.9846712,655.2669188,1050.332543,1079.767844
Q03899,YDR131C,3.729575808,4.863418743,7.250195372,5.933719948
Q03900,YDR132C,0.833252304,0,1.319778081,3.701794408
Q03921,DOP1,35.84766233,50.21097152,68.80541059,61.31312739
Q03940,RVB1,73.33169082,89.35914648,111.4815252,136.2733794
Q03941,CAB5,60.26410583,82.74093465,106.9856166,94.03862336
Q03942,RKM2,6.201871092,6.802190418,10.25270406,8.085504577
Q03944,VPS64,3.45460548,3.996489998,5.783233283,4.716983683
Q03956,RAV2,28.14084461,27.51044739,34.71136607,42.93164524
Q03957,CTK1,8.186004037,10.6595586,13.26352277,16.24231527
Q03973,HMO1,80.89175131,84.00377347,125.2545219,116.5250865
Q03976,RSM24,17.66759154,28.81236768,41.28478896,51.66813199
Q04003,SAS4,0.634861764,0.765271598,1.116674127,1.067832807
Q04013,YHM2,7369.056855,9210.671591,12440.73754,14394.1713
Q04031,RRP17,31.00850164,38.05317332,53.31514276,52.46122071
Q04048,SYF1,6.921149722,9.192280705,12.82738053,12.29353364
Q04049,RAD30,3.755143173,4.69621806,6.325181942,7.319395027
Q04052,ARO80,0.218277352,0.280836703,0.400912576,0.429100443
Q04062,RPN9,2243.563595,3124.140234,4356.984958,4137.37875
Q04066,BNA7,150.9583139,175.8699922,244.0171526,235.3896562
Q04067,TIF35,554.1630535,798.37078,1046.770681,1205.860934
Q04080,GPI17,12.03544056,16.77619738,21.40203114,18.1880156
Q04081,PPM1,14.81626063,23.47086038,31.23404172,27.46618279
Q04087,LRS4,8.778246386,11.00223413,14.54875721,16.49427427
Q04119,PPN1,23.05847616,28.6618118,31.65266156,41.89230188
Q04170,YDR391C,5.98394935,6.84012793,10.21277215,11.44155429
Q04172,SHE9,19.3696125,25.74202072,38.91489777,39.25466061
Q04174,SMP3,4.676999861,6.422362557,5.196505093,8.18493467
Q04175,SXM1,43.10694657,70.22769604,94.70720845,83.00931825
Q04178,HPT1,20.03851217,27.26219765,41.24718446,30.3086921
Q04195,SIZ1,0.15687037,0.10474107,0.141620056,0.225094632
Q04199,CAC2,807.0507567,1238.190393,1445.216819,1732.514707
Q04212,ARA2,80.43362663,157.7600537,190.5046112,180.5707517
Q04226,TAF11,5.58853585,6.926365061,8.609028767,7.372276413
Q04228,UBX2,7.085787145,10.05176993,12.90180863,12.16971597
Q04231,RAD33,5.737473822,7.206327512,10.98733141,7.038038688
Q04233,GIS4,0.181283419,0.545438736,0.184280396,0.682217166
Q04264,PDS5,31.12007649,44.59470275,63.4270202,46.26480656
Q04272,VPS20,4.90598964,5.180347909,7.021666249,6.726534672
Q04279,SEG1,25.71108907,33.80669815,39.18797733,44.52815616
Q04301,VBA1,1067.383662,1396.577327,1922.57595,1831.047321
Q04304,YMR090W,56.28871328,59.94189446,61.84839147,123.9280933
Q04307,RPC11,68.25798731,113.1777934,195.682149,99.98714327
Q04311,VMS1,296.3904132,418.3793624,575.4555582,710.4772488
Q04322,GYL1,5.446307427,7.762140911,10.9327865,8.419459759
Q04336,YMR196W,104.0969423,111.3387196,146.884103,153.8489292
Q04338,VTI1,732.8184892,1232.730236,1557.526872,1559.872488
Q04341,MIX14,580.629414,662.5933437,938.0607101,1224.82044
Q04344,HNT1,859.4340553,1345.549566,1398.315353,2362.731035
Q04347,BUD22,6.140216343,8.99901782,13.49020599,14.04630353
Q04368,CSI1,2.09277834,3.615811865,4.47521957,4.41266854
Q04371,YMR027W,92.81556633,155.3070967,184.0345314,231.2317649
Q04372,TAP42,60.6325437,79.30083794,110.5719172,97.21902061
Q04373,PUF6,143.9103326,194.4858636,277.9259304,288.7375473
Q04377,LCD1,0.157485331,0.52158264,0.821340122,0.360724295
Q04396,LPP1,1.205820077,1.673501503,2.243145128,2.42068181
Q04399,GMC1,0.718708417,0.885488807,1.401926073,1.503969521
Q04401,SDH7,171.9476453,385.3879457,550.8113172,562.2340963
Q04406,EMI1,8.628382586,11.28802632,14.36207395,12.62865717
Q04408,YDR514C,9.747172992,13.09758494,22.58516258,24.64994886
Q04409,EMI2,154.1483479,175.6062382,251.2141989,234.3946692
Q04410,GRH1,14.80111677,19.72352019,23.51813087,27.60704373
Q04411,URC2,4.81868043,4.123994195,7.059514052,5.068953507
Q04418,RBA50,25.92377061,35.60276197,47.22126648,49.48777756
Q04430,CAB1,57.44853635,84.538604,112.5025419,87.31692292
Q04431,KRE28,0.812181707,1.625149226,1.638918253,1.990868206
Q04432,HSP31,302.7490017,430.8618435,539.7902646,676.4815227
Q04439,MYO5,81.12007185,105.8741906,136.8861127,142.3591787
Q04458,HFD1,885.4144203,1134.968531,1606.26766,1304.942619
Q04471,YMR114C,25.50100556,30.08196744,38.24093193,35.36640527
Q04472,MGR3,4.8171015,7.446791876,10.17692332,10.17610452
Q04491,SEC13,184.5671335,401.371947,424.4148762,573.7801527
Q04493,GIM5,695.5505155,1094.57902,1269.6992,2053.818489
Q04585,YDR109C,22.32138167,22.01894289,32.22035141,35.38692471
Q04599,MRPL1,172.8004241,254.0547311,313.1768705,370.7544928
Q04600,TMA64,103.0814713,113.9665487,154.3889326,173.2258959
Q04601,APC4,0.587117145,0.73992698,1.081476663,0.861656598
Q04602,VBA4,8.751116536,12.36849203,16.7837593,18.23136127
Q04603,DPB4,145.2066565,231.3629416,309.3000089,318.5950328
Q04632,COG8,28.69063809,34.64401466,46.70737301,34.89199527
Q04636,POB3,19.40820038,25.64281086,31.40437827,32.47525853
Q04651,ERV41,10.58752754,15.41830846,40.09545478,32.41955638
Q04673,SSL1,5.166429979,8.462440729,11.18835005,11.68258159
Q04675,SEN15,31.05745671,6.228002213,51.20398522,46.6247872
Q04693,RSE1,16.73890841,23.05172426,27.89356564,34.25172828
Q04697,GSF2,1788.063281,2045.503361,2654.038904,3512.694332
Q04728,ARG7,629.5219786,879.8673139,1143.367397,2367.077572
Q04739,GAL83,43.40951881,59.42600376,76.33307688,88.86389059
Q04748,SOV1,6.128049208,7.783271853,10.8988922,11.62499437
Q04749,AVO2,0,0,0,1.075001935
Q04767,TVP18,1.561904865,1.46042671,2.412925001,1.905541166
Q04772,IRC21,94.14501791,136.5713944,164.7265207,158.3163234
Q04773,YMR074C,226.4597304,340.5585704,441.1488694,455.8447336
Q04779,RCO1,6.913560698,8.958064397,12.60578094,11.58000625
Q04792,GAD1,2.289384736,3.844074996,4.455433642,6.035846238
Q04835,YMR253C,6.206290899,8.504325847,13.29390415,11.15971861
Q04847,ROY1,3.918313275,5.160215543,6.734752707,7.948990331
Q04867,YMR310C,8.356067324,11.49689781,15.19408538,14.01487911
Q04869,YMR315W,128.8163441,146.791881,191.8016745,219.6512406
Q04894,ADH6,520.901857,596.064091,737.3636168,857.7109011
Q04924,GTB1,17.46176329,20.34174206,28.45615341,29.9596134
Q04934,IVY1,103.8113587,114.2553097,153.535986,183.1760441
Q04935,COX20,52.76679287,80.77988526,103.3531384,101.7723346
Q04947,RTN1,7735.601481,12055.61344,15790.47034,18946.70988
Q04951,SCW10,87.38967456,126.584174,164.1802964,170.0004486
Q04969,SPC2,204.6728458,252.812298,341.4825957,300.5963319
Q04991,FMP42,38.75947613,50.65254757,74.10720192,65.96560734
Q05016,YMR226C,6165.096517,7122.310858,8473.045516,9741.253069
Q05021,TAF7,14.05549297,16.17624364,24.11537906,25.81854018
Q05024,TRI1,8.171882076,9.375699107,13.95794596,13.01151924
Q05027,TAF9,67.30766418,79.65383138,93.80497328,139.9161416
Q05029,BCH1,56.26855848,75.08441105,106.7669675,103.008989
Q05040,FAR8,117.4294381,142.8709019,175.5487346,175.8122358
Q05050,EIS1,166.2561972,281.7815841,330.2183945,249.3268409
Q05123,ARP9,40.45415055,44.25158386,65.01056618,60.12299228
Q05166,ASM4,15.83857521,17.73193645,24.18865809,29.09025612
Q05359,ERP1,844.1193513,1474.849104,1868.22442,2403.456987
Q05468,RQC1,11.23969755,14.84527078,21.19375845,15.95552056
Q05471,SWR1,2.24626378,2.642327585,3.943129247,3.013541519
Q05506,YDR341C,1342.790209,1653.237961,2187.255815,2791.386774
Q05515,SVF1,23.11450155,26.21922465,33.85850425,35.79745371
Q05518,PAL1,37.14865765,36.67978696,52.46299013,42.68264678
Q05521,DPP1,230.210475,257.3600893,408.6329937,388.4906714
Q05533,INM2,6.459562777,8.177728671,10.66520491,14.61557438
Q05541,NSE3,5.093635251,4.7369812,7.362284615,8.511047289
Q05543,RTT103,31.48098784,38.05114158,54.58327173,49.98807836
Q05549,HRQ1,0.136760784,0.145535245,0.219524862,0.220244307
Q05567,DPL1,321.4022255,576.4622861,738.4641586,699.9287619
Q05568,PEX10,3.457365324,5.111041994,6.924548065,5.100729076
Q05580,HEL2,0.256709855,0.198874755,0.171447043,0.295583831
Q05584,GLO2,3.440465467,4.324797675,5.144653122,5.650562819
Q05611,BSC2,6.24813641,22.90339658,34.40106481,13.32216725
Q05635,RNH202,2.22755317,2.670535593,3.289945714,2.457656535
Q05648,MRX10,5.639296551,7.777036403,10.85720962,12.04089439
Q05775,HCR1,663.0100237,1010.971816,1264.295384,1260.55863
Q05778,PBA1,43.94336145,64.84045016,81.00644308,68.84071869
Q05779,COQ9,44.95604455,102.3431735,129.9360611,176.5923616
Q05785,ENT2,34.88639859,40.85420752,63.48453748,60.15642187
Q05787,HRD3,9.460751223,11.5460879,15.99206792,20.90187004
Q05788,PNP1,364.9346403,512.5123157,603.642976,668.5992226
Q05789,ATG38,13.42963338,14.53078989,22.9501536,22.9336751
Q05791,CDC123,20.61618197,34.26499028,42.70308448,54.28981612
Q05812,MSC3,53.27734031,74.74309733,102.7225891,92.88785513
Q05867,YLR283W,5.487206536,8.436063293,12.41380452,12.53961766
Q05871,ECI1,4.409570772,7.025676428,9.334358466,10.25189471
Q05881,YLR287C,21.0028507,21.85943163,30.99453825,27.77998733
Q05892,COQ11,48.3459841,62.99040126,75.15866717,93.81908426
Q05900,YHC1,5.735206179,5.340522026,7.592071532,7.151862882
Q05902,ECM38,101.596482,140.6108378,211.1439166,210.0829793
Q05905,HRI1,953.226261,1238.649984,1839.917458,1601.104814
Q05911,ADE13,1732.679031,2836.521782,3734.109032,4344.614288
Q05924,DCR2,8.183891237,9.104473654,13.68000169,17.56036889
Q05926,GRX8,71.47820783,116.2456804,155.47374,138.0625642
Q05931,SSQ1,87.37474288,92.31249471,125.9006341,145.6428037
Q05933,ARC18,997.4750186,2224.883046,2500.43135,2321.096559
Q05934,VID22,10.59130384,15.41619766,20.89913389,18.06612806
Q05942,RSA3,1.145589642,1.987216346,1.947961932,5.12677754
Q05948,YLR225C,81.234748,98.77965199,133.094543,105.4334564
Q05958,ECM22,0.447951511,0.572680012,0.752874013,0.730710429
Q05979,BNA5,206.5642653,272.6539499,330.4653571,405.4232803
Q06001,FAR10,0.590857618,0.993184544,1.50148739,0.827462763
Q06005,LIP2,1.989186869,4.211706222,5.155582376,13.64175655
Q06010,STE23,132.5243025,159.5525347,216.6527901,247.4081752
Q06011,ECM19,25.2455585,40.76036616,55.28804195,47.66636551
Q06058,SEI1,9.75543539,11.61845861,19.47415815,14.40903955
Q06063,DUS4,21.13615527,27.50567839,41.47981755,41.25177528
Q06090,MRPL51,196.301775,342.5686505,461.1634547,579.1054582
Q06096,COG4,9.66454471,14.3993287,19.19502233,20.78413085
Q06103,RPN7,461.5078997,600.76525,710.2697211,864.9932116
Q06108,RGC1,12.51227727,15.88762098,22.86923807,18.87129133
Q06132,SGD1,7.504844157,8.947531722,13.41416058,13.56094622
Q06137,YLR345W,290.8920012,438.5269343,544.9698629,716.3334196
Q06142,KAP95,386.6684776,430.7438013,522.9072966,714.4849472
Q06143,DIC1,103.4410313,247.5201614,339.4919068,366.0114227
Q06146,YLR257W,138.5591115,199.2552061,270.3998673,339.0862621
Q06147,LCB5,3.513564717,3.525130564,4.889625801,4.941253037
Q06151,DCS1,239.8557038,375.9990196,378.8383151,707.7671773
Q06162,NKP2,302.8449436,350.0593301,505.3498471,433.2234011
Q06169,PEX30,43.95225554,74.14894055,99.39276781,84.50689771
Q06178,NMA1,53.54292774,63.07478033,83.50018299,64.70969103
Q06205,FPR4,185.3713712,229.5851827,282.5214284,275.3772747
Q06211,MMS1,4.301771209,5.031228691,7.224774311,7.465894585
Q06213,NUT2,67.15563298,68.408395,76.1690986,127.9749439
Q06217,SMD2,29.87573693,40.66571208,60.48020764,54.66455605
Q06218,DBP9,25.9168959,33.73325765,45.91954855,51.45939945
Q06224,YSH1,0.907416394,0.823520759,0.986296262,1.00499493
Q06245,SEC10,7.262931573,10.59156657,12.92110248,14.08819721
Q06251,YLR177W,2.793875091,3.311479014,4.727505906,4.281240837
Q06252,YLR179C,146.3170486,151.342954,264.0973232,209.0675454
Q06263,VTA1,69.49941157,99.37754881,134.3903242,155.079985
Q06287,EMG1,41.10388117,59.98955904,78.70447546,70.2021032
Q06321,ATG26,5.595031011,6.652022821,9.989459224,8.720651795
Q06336,GGA1,283.860487,371.8359116,574.7942436,482.4904039
Q06337,EAF1,2.101312398,3.255028695,5.195844856,7.053730638
Q06338,BCP1,251.3654315,313.1169762,414.3964616,389.5516315
Q06339,TFC6,4.295497149,7.158160953,7.109555114,6.410527842
Q06344,ESF1,9.43627822,10.65078629,16.33113241,24.48168809
Q06346,KEI1,60.61029999,68.63051313,106.6446312,89.86783991
Q06350,CTS2,0.320015719,0.50809829,0.669334284,0.735296762
Q06385,VPS74,268.0904052,403.8764056,519.0955743,601.2525105
Q06389,FRQ1,26.54062673,35.23326035,46.83778207,50.85051765
Q06405,ATP17,5201.308373,9415.95356,11434.78114,13540.07306
Q06407,RGA2,5.280412848,7.283129724,9.733579243,7.555599162
Q06409,YLR422W,9.331005916,11.22993579,15.98322375,14.571537
Q06410,ATG17,0,13.1103824,11.61858873,0
Q06411,SPP382,2.128491571,2.709395916,4.013626674,3.096097832
Q06412,TUS1,1.598059868,1.92933415,2.947602732,3.206707579
Q06417,TDA5,9.254795067,11.18311938,12.55502198,14.73729267
Q06440,CRN1,48.60133142,65.04490414,82.0759764,102.8570505
Q06451,TPO3,1.169063762,2.426710858,2.947477144,2.745720903
Q06488,RSC2,22.33176916,27.5527956,38.16677793,36.00766684
Q06489,MRI1,92.60542009,105.0048801,126.2755345,159.484818
Q06493,YLH47,305.8421576,395.0603893,555.0871702,540.8462437
Q06494,YPR127W,134.1435714,143.8718715,179.7697403,217.5406838
Q06497,ANT1,32.09583219,46.18491102,64.418319,51.17284506
Q06504,NAT3,38.01816627,50.70347518,64.89072806,66.93608387
Q06505,SPN1,241.6603615,334.7907174,438.4579382,522.2594044
Q06506,RRP9,43.5761459,62.10942864,83.85150403,100.8539321
Q06508,LOA1,5.810630245,8.295727868,10.82981724,11.46035221
Q06510,TAZ1,39.17006062,52.7270149,72.7926388,70.34350672
Q06511,RRP15,105.6604495,134.1582635,178.8011841,188.2327734
Q06523,YPR148C,21.3680412,34.0406123,38.17504259,59.43067572
Q06525,URN1,16.41686015,20.82113152,29.0321155,26.7611102
Q06538,CSC1,6.025074923,10.17237332,13.93341814,14.36367136
Q06554,IRC20,0.585687801,0.76558038,1.097654428,1.124857764
Q06567,MCP2,19.92301584,30.90836618,41.0651349,36.40919713
Q06604,BSP1,0.411845895,0.571857145,0.722168222,0.874684563
Q06616,YPR174C,9.392526646,11.72293535,16.94784672,16.9474988
Q06623,HDA3,0.084265487,0.16190792,0.15086893,0.056415299
Q06624,AOS1,13.252527,16.77331124,23.24916987,26.34730036
Q06625,GDB1,103.8230266,126.666342,168.3160831,148.2662915
Q06629,HDA2,39.94140683,46.68707966,64.90967561,72.74051118
Q06630,MHR1,150.901801,143.559027,169.6152521,251.447596
Q06639,RSC3,408.2306454,485.0512498,745.3898874,730.2601384
Q06644,PMT7,22.08085342,31.53592663,44.93773121,39.5971035
Q06651,PIB1,41.28456515,39.33286274,48.78017673,47.68004562
Q06668,OMS1,26.94579438,38.58797656,50.83305927,55.41860156
Q06671,ATG23,9.618154908,10.8792103,14.68832953,15.97713346
Q06677,SWA2,44.22440309,56.40581405,78.42903133,81.07895116
Q06678,MRPL35,8.986639939,14.9429802,19.70466427,22.47291015
Q06680,YCG1,4.596508479,5.939024601,8.773386614,7.364979699
Q06682,UBX5,103.0743935,147.4267584,183.7707147,201.950079
Q06683,IRC3,0.61907279,0.757920772,1.063360483,0.933302979
Q06685,VIP1,65.69737011,94.99426622,122.0400545,127.3303797
Q06686,CTR3,89.58028254,101.2397969,138.7851507,139.3729557
Q06688,BER1,4.850253869,5.772384851,7.140251239,8.635752422
Q06696,VPS36,21.67816846,21.56827016,27.03923808,27.30464219
Q06697,CDC73,80.04629591,114.123735,149.4621751,193.4007442
Q06698,YLR419W,18.34431322,21.04056578,27.14569917,27.82091745
Q06704,IMH1,10.35318325,13.19612827,16.65104537,11.25971271
Q06705,CSR1,142.0434853,223.6427068,289.3218362,297.0928953
Q06706,IKI3,49.23588649,53.09426161,77.3045244,80.88366008
Q06708,VAC14,115.8920739,141.7421752,209.1073669,153.7762499
Q06709,REH1,9.965451047,13.05306633,19.36685142,19.57086413
Q06817,GRS2,30.02392462,35.8692668,52.09687253,45.04294896
Q06820,MDM36,1.724814821,1.153386018,1.032641413,3.725359316
Q06833,YPR091C,21.71067254,34.77323362,45.87177563,42.35819645
Q06835,RDS3,4.967582614,3.315554547,4.992085162,7.176457216
Q06839,YPR097W,10.88162004,16.45622649,21.85840357,20.80574904
Q06892,POS5,88.02820859,104.6644269,153.1435921,148.4926027
Q06991,PUN1,270.4513461,404.0313521,556.783905,419.6464464
Q07349,MRX9,72.82492966,104.1896974,138.8082619,131.8206867
Q07350,PRP11,15.30984294,16.06935159,21.76367201,24.89171886
Q07362,PBP4,283.5869398,387.143275,511.1717042,582.0716202
Q07376,MCH1,27.5430345,37.09490487,52.19939787,57.32990021
Q07379,YDL057W,67.62691872,78.4773332,118.4803056,81.11245419
Q07381,TSR1,25.8563255,36.38945648,45.9991982,62.1250641
Q07451,YET3,3.60281891,13.04476531,9.347309533,12.07044518
Q07454,YDL073W,1.201478436,1.905993416,2.692387153,2.816298714
Q07457,BRE1,55.57543758,69.11119788,98.75202994,105.3144341
Q07458,RXT3,13.45344955,16.19870684,16.27689863,24.17034769
Q07468,VAM6,6.420008941,7.226819215,10.66903712,8.594408505
Q07471,THI3,0.352183879,0.551582403,0.701068796,0.672460124
Q07478,SUB2,362.9079017,416.2094042,544.5315289,746.9564949
Q07505,YDL086W,342.6272057,341.3747638,426.8835284,285.7145002
Q07508,LUC7,23.86307482,26.7933946,41.09871129,38.67752859
Q07528,ATG20,38.05861218,46.96433698,62.83170236,57.27433927
Q07533,CYK3,0.087573431,0.110018956,0.159980995,0.215596122
Q07534,HEM25,2.770548934,5.075522222,6.482341197,6.22588204
Q07540,YFH1,43.74875378,69.36012269,96.21309423,123.8661108
Q07551,YDL124W,1283.673318,1855.885843,2142.706661,2519.885506
Q07560,CRD1,3.121851708,4.306422258,4.796712801,5.008670217
Q07589,YDL144C,137.4232093,165.1765269,208.9496182,311.1461928
Q07622,ACK1,11.23277836,16.08839483,18.68117015,22.16718457
Q07623,NOP6,178.7817018,233.3350788,334.7793527,357.9051255
Q07657,SHS1,97.123898,110.1544927,133.4749176,180.7170631
Q07660,BRE4,0.489828563,1.122988819,2.236074194,0.660118029
Q07688,YPD1,401.7701098,516.033021,649.8444839,535.1082498
Q07716,AIM6,262.6667097,307.3156984,458.4394914,335.1821559
Q07794,RTT109,12.20962926,14.6445829,18.29011039,28.48086127
Q07821,ISA1,17.08830427,21.99919367,32.29507334,34.52213632
Q07825,FRA1,152.5512264,187.3345809,223.8281491,285.487485
Q07830,GPI13,4.973518397,5.515441671,6.958437538,5.806714347
Q07834,YLL032C,17.01309596,21.16209823,27.08802778,25.87690125
Q07895,YLR001C,9.032830038,8.526193118,10.33206257,12.99490435
Q07897,CMS1,15.16461225,24.74562383,31.95706786,32.32631432
Q07913,NSE1,0.996656618,1.200101331,1.601113428,1.278284069
Q07914,PAM18,3.956536714,5.991855105,8.320384591,8.786918653
Q07915,RLP24,384.6979101,486.3375062,674.6675924,810.885226
Q07923,LOT6,318.5768778,565.1451867,668.26309,813.9668119
Q07938,MEU1,41.15055474,54.38967274,67.75840365,66.71117863
Q07951,IRC25,53.21107546,96.93085268,132.8669727,108.981298
Q07953,SDO1,54.04438899,70.61103086,97.10826987,80.97061832
